exam_attempt_id,student_id,exam_id,exam_category,exam_passed,date_exam_completed
175584,259860,368,1,1,2022-01-10
175585,259860,368,1,1,2022-01-10
175586,259860,368,1,1,2022-01-10
175587,259860,368,1,1,2022-01-10
175597,259664,368,1,1,2022-01-10
175599,259664,368,1,1,2022-01-10
175604,259860,369,1,1,2022-01-10
175605,259860,369,1,1,2022-01-10
175608,259860,370,1,0,2022-01-10
175609,259860,370,1,1,2022-01-10
175610,259860,370,1,1,2022-01-10
175611,259860,371,2,0,2022-01-10
175613,259155,451,1,0,2022-01-10
175615,259890,368,1,0,2022-01-10
175617,259664,369,1,0,2022-01-10
175618,259664,369,1,1,2022-01-10
175619,259890,368,1,1,2022-01-10
175620,259890,368,1,1,2022-01-10
175621,259890,368,1,1,2022-01-10
175635,259026,370,1,0,2022-01-10
175637,259940,380,1,1,2022-01-10
175639,259026,370,1,1,2022-01-10
175640,259940,380,1,1,2022-01-10
175641,259504,479,1,1,2022-01-10
175643,259504,479,1,1,2022-01-10
175645,259504,479,1,1,2022-01-10
175664,259504,480,1,1,2022-01-10
175665,259398,433,1,1,2022-01-10
175667,259504,480,1,1,2022-01-10
175672,259398,435,2,0,2022-01-10
175675,259767,368,1,0,2022-01-10
175677,259957,380,1,0,2022-01-10
175679,259767,368,1,1,2022-01-10
175680,259957,380,1,0,2022-01-10
175682,259957,380,1,1,2022-01-10
175714,259258,377,1,1,2022-01-11
175715,259875,368,1,0,2022-01-11
175728,258865,369,1,0,2022-01-11
175760,259283,478,1,0,2022-01-11
175761,259283,478,1,1,2022-01-11
175784,260002,372,1,1,2022-01-11
175785,258984,381,1,1,2022-01-11
175786,258984,381,1,1,2022-01-11
175828,259664,370,1,1,2022-01-11
175830,259664,371,2,1,2022-01-11
175855,260049,368,1,0,2022-01-11
175863,259777,375,1,0,2022-01-11
175865,259777,375,1,1,2022-01-11
175867,259953,368,1,1,2022-01-11
175868,259953,368,1,1,2022-01-11
175878,259938,368,1,0,2022-01-11
175880,259938,368,1,1,2022-01-11
175881,259938,368,1,1,2022-01-11
175883,260049,368,1,1,2022-01-11
175884,260029,368,1,0,2022-01-11
175885,260029,368,1,1,2022-01-11
175886,259268,382,1,0,2022-01-11
175887,259992,368,1,1,2022-01-11
175888,259992,368,1,1,2022-01-11
175889,259992,368,1,1,2022-01-11
175895,260056,167,1,1,2022-01-11
175902,260029,369,1,1,2022-01-11
175903,259957,381,1,0,2022-01-11
175907,260029,370,1,1,2022-01-11
175909,260075,380,1,0,2022-01-11
175912,259957,381,1,1,2022-01-11
175916,259482,420,1,1,2022-01-11
175924,259482,421,1,0,2022-01-11
175925,259860,371,2,1,2022-01-11
175927,259482,421,1,1,2022-01-11
175947,259258,378,1,1,2022-01-12
175956,259969,478,1,1,2022-01-12
175980,259976,368,1,1,2022-01-12
175982,259976,368,1,1,2022-01-12
175983,258865,369,1,0,2022-01-12
175984,259976,368,1,1,2022-01-12
175987,259756,368,1,1,2022-01-12
175988,259756,368,1,1,2022-01-12
176007,260111,368,1,1,2022-01-12
176009,260112,372,1,0,2022-01-12
176031,259283,377,1,0,2022-01-12
176037,259283,377,1,1,2022-01-12
176044,259860,420,1,0,2022-01-12
176047,260132,368,1,1,2022-01-12
176057,259155,451,1,1,2022-01-12
176058,259155,451,1,1,2022-01-12
176060,259777,380,1,1,2022-01-12
176079,260132,369,1,1,2022-01-12
176080,259777,381,1,1,2022-01-12
176091,260132,370,1,1,2022-01-12
176101,259400,380,1,0,2022-01-12
176104,259400,380,1,1,2022-01-12
176110,259400,380,1,1,2022-01-12
176114,260029,371,2,1,2022-01-12
176124,260132,375,1,1,2022-01-12
176125,260169,368,1,0,2022-01-12
176126,260172,167,1,1,2022-01-12
176128,260029,380,1,1,2022-01-12
176141,258822,371,2,1,2022-01-12
176162,260164,375,1,1,2022-01-12
176163,260173,368,1,0,2022-01-12
176165,260173,368,1,1,2022-01-12
176166,260173,368,1,1,2022-01-12
176167,260132,376,1,1,2022-01-12
176171,258980,439,1,1,2022-01-12
176172,259996,368,1,0,2022-01-12
176174,259953,369,1,1,2022-01-12
176175,259953,369,1,1,2022-01-12
176177,259953,370,1,0,2022-01-12
176179,259953,370,1,1,2022-01-12
176182,260164,376,1,1,2022-01-12
176187,260126,368,1,0,2022-01-12
176189,260126,368,1,1,2022-01-12
176203,259959,368,1,0,2022-01-12
176204,259959,368,1,1,2022-01-12
176207,259482,506,1,1,2022-01-12
176208,259482,506,1,1,2022-01-12
176219,259504,481,1,1,2022-01-13
176222,259965,369,1,1,2022-01-13
176224,259965,370,1,1,2022-01-13
176225,259965,370,1,1,2022-01-13
176230,259258,377,1,1,2022-01-13
176231,260111,369,1,0,2022-01-13
176236,260111,370,1,1,2022-01-13
176245,260211,368,1,1,2022-01-13
176246,260164,377,1,1,2022-01-13
176270,260228,368,1,0,2022-01-13
176286,260230,380,1,1,2022-01-13
176295,260168,368,1,0,2022-01-13
176296,259711,368,1,0,2022-01-13
176306,259860,421,1,0,2022-01-13
176312,259711,368,1,1,2022-01-13
176316,258980,440,1,1,2022-01-13
176319,260126,369,1,1,2022-01-13
176321,260126,369,1,1,2022-01-13
176323,260126,370,1,1,2022-01-13
176328,260126,370,1,1,2022-01-13
176330,260126,370,1,1,2022-01-13
176350,258955,381,1,1,2022-01-13
176354,258955,381,1,1,2022-01-13
176359,260029,381,1,1,2022-01-13
176361,260192,368,1,0,2022-01-13
176363,260192,369,1,0,2022-01-13
176368,259504,482,2,0,2022-01-13
176374,259996,369,1,1,2022-01-13
176375,260192,369,1,1,2022-01-13
176377,260192,370,1,1,2022-01-13
176382,259504,482,2,1,2022-01-13
176384,260192,368,1,1,2022-01-13
176385,260192,371,2,1,2022-01-13
176389,259953,375,1,0,2022-01-13
176401,259959,369,1,1,2022-01-13
176412,259965,380,1,1,2022-01-13
176413,259258,379,2,1,2022-01-14
176415,260324,368,1,1,2022-01-13
176417,260324,368,1,1,2022-01-13
176426,260324,369,1,0,2022-01-14
176428,260324,369,1,1,2022-01-14
176429,260324,371,2,1,2022-01-14
176431,260015,368,1,1,2022-01-14
176433,260015,368,1,1,2022-01-14
176434,260015,368,1,1,2022-01-14
176450,260217,368,1,1,2022-01-14
176451,260217,368,1,1,2022-01-14
176452,260212,375,1,1,2022-01-14
176455,259777,382,1,0,2022-01-14
176456,259777,382,1,1,2022-01-14
176464,259575,368,1,0,2022-01-14
176469,259575,368,1,1,2022-01-14
176503,260168,368,1,1,2022-01-14
176531,260387,380,1,0,2022-01-14
176536,260387,380,1,0,2022-01-14
176543,260387,380,1,1,2022-01-14
176550,260168,369,1,1,2022-01-14
176557,259711,380,1,0,2022-01-14
176573,258955,382,1,0,2022-01-14
176579,258955,382,1,1,2022-01-14
176595,260425,384,1,0,2022-01-14
176598,260425,384,1,1,2022-01-14
176599,259959,370,1,1,2022-01-14
176600,259959,371,2,1,2022-01-14
176602,260425,384,1,1,2022-01-14
176604,260168,370,1,1,2022-01-14
176606,260168,370,1,1,2022-01-14
176607,260168,371,2,0,2022-01-14
176608,259996,368,1,1,2022-01-14
176614,259860,423,2,0,2022-01-14
176617,260265,380,1,1,2022-01-14
176633,259860,423,2,1,2022-01-14
176637,259258,365,1,1,2022-01-14
176640,259258,366,1,1,2022-01-14
176643,259258,367,2,1,2022-01-14
176656,259283,378,1,1,2022-01-14
176659,259283,378,1,1,2022-01-14
176660,259283,375,1,1,2022-01-14
176661,259283,376,1,1,2022-01-14
176662,259283,377,1,1,2022-01-14
176666,259283,377,1,1,2022-01-14
176667,259283,378,1,1,2022-01-14
176670,259283,379,2,1,2022-01-15
176675,260211,369,1,1,2022-01-15
176676,260489,380,1,1,2022-01-15
176677,260489,380,1,1,2022-01-15
176678,260489,380,1,1,2022-01-15
176681,260494,376,1,1,2022-01-15
176717,259953,439,1,1,2022-01-15
176718,259953,439,1,1,2022-01-15
176720,258862,376,1,1,2022-01-15
176728,259706,368,1,1,2022-01-15
176730,259706,368,1,1,2022-01-15
176738,259011,478,1,1,2022-01-15
176741,260519,375,1,0,2022-01-15
176780,260173,369,1,0,2022-01-15
176783,260173,369,1,1,2022-01-15
176784,260356,368,1,1,2022-01-15
176786,260356,368,1,1,2022-01-15
176788,260356,368,1,1,2022-01-15
176789,260356,368,1,1,2022-01-15
176796,260173,370,1,1,2022-01-15
176797,260489,381,1,1,2022-01-15
176798,260173,370,1,1,2022-01-15
176800,260489,381,1,1,2022-01-15
176805,260217,369,1,1,2022-01-15
176808,260217,369,1,1,2022-01-15
176812,260173,371,2,1,2022-01-15
176813,260567,380,1,1,2022-01-15
176814,260265,381,1,1,2022-01-15
176818,260356,369,1,0,2022-01-15
176819,260265,381,1,1,2022-01-15
176822,260356,369,1,1,2022-01-15
176824,260356,369,1,1,2022-01-15
176831,260356,370,1,1,2022-01-15
176835,260356,370,1,1,2022-01-15
176839,260111,378,1,1,2022-01-15
176843,258906,368,1,0,2022-01-15
176844,258906,368,1,1,2022-01-15
176847,259504,425,1,0,2022-01-16
176849,259504,425,1,1,2022-01-16
176851,260486,368,1,0,2022-01-16
176852,259504,426,2,0,2022-01-16
176855,260486,368,1,1,2022-01-16
176858,260324,375,1,1,2022-01-16
176859,260324,375,1,1,2022-01-16
176860,260477,380,1,1,2022-01-16
176861,260486,369,1,1,2022-01-16
176863,258800,375,1,0,2022-01-16
176864,260486,369,1,1,2022-01-16
176865,259258,451,1,1,2022-01-16
176867,260486,370,1,1,2022-01-16
176868,260486,371,2,1,2022-01-16
176885,259767,369,1,1,2022-01-16
176886,259767,369,1,1,2022-01-16
176887,259105,368,1,0,2022-01-16
176888,259767,371,2,1,2022-01-16
176923,259384,380,1,0,2022-01-16
176929,259504,426,2,1,2022-01-16
176937,260054,368,1,0,2022-01-16
176938,260054,368,1,1,2022-01-16
176939,260054,368,1,1,2022-01-16
176941,259106,420,1,1,2022-01-16
176945,259106,420,1,1,2022-01-16
176949,259106,421,1,0,2022-01-16
176951,259271,167,1,1,2022-01-16
176953,259106,421,1,1,2022-01-16
176954,259106,421,1,1,2022-01-16
176955,259106,422,1,1,2022-01-16
176957,259106,422,1,1,2022-01-16
176960,259106,423,2,0,2022-01-16
176973,258971,375,1,0,2022-01-16
176982,258971,375,1,1,2022-01-16
176985,260657,381,1,1,2022-01-16
176986,260649,368,1,1,2022-01-16
176987,260649,368,1,1,2022-01-16
176988,260657,380,1,0,2022-01-16
176990,260657,381,1,0,2022-01-16
176991,260657,381,1,0,2022-01-16
176993,260657,381,1,0,2022-01-16
176994,260657,381,1,0,2022-01-16
176995,260657,381,1,0,2022-01-16
176997,260657,381,1,0,2022-01-16
177005,260519,451,1,0,2022-01-16
177010,259106,423,2,1,2022-01-16
177011,260519,451,1,0,2022-01-16
177017,260477,381,1,1,2022-01-16
177021,260649,369,1,1,2022-01-16
177027,260649,370,1,1,2022-01-16
177028,259953,440,1,1,2022-01-16
177029,260649,370,1,1,2022-01-16
177030,260649,370,1,1,2022-01-16
177032,260649,371,2,1,2022-01-16
177033,259953,440,1,1,2022-01-16
177034,259953,440,1,1,2022-01-16
177044,260324,376,1,0,2022-01-16
177049,260324,376,1,1,2022-01-16
177052,258971,376,1,1,2022-01-16
177060,260594,368,1,0,2022-01-16
177061,260594,368,1,1,2022-01-16
177063,260132,377,1,1,2022-01-16
177065,260164,378,1,1,2022-01-16
177069,260265,382,1,0,2022-01-16
177071,260265,382,1,1,2022-01-16
177083,260181,380,1,0,2022-01-16
177084,260181,380,1,1,2022-01-16
177088,259011,479,1,1,2022-01-17
177093,260211,370,1,1,2022-01-17
177094,259767,380,1,0,2022-01-17
177097,259767,380,1,1,2022-01-17
177103,260600,368,1,1,2022-01-17
177107,260604,375,1,1,2022-01-17
177108,260486,375,1,0,2022-01-17
177110,260211,380,1,1,2022-01-17
177120,259258,425,1,1,2022-01-17
177123,259965,381,1,1,2022-01-17
177124,260593,368,1,1,2022-01-17
177125,260593,368,1,0,2022-01-17
177145,260729,415,1,0,2022-01-17
177146,260649,375,1,1,2022-01-17
177147,260649,375,1,1,2022-01-17
177168,260423,368,1,1,2022-01-17
177173,259283,425,1,0,2022-01-17
177175,260737,368,1,1,2022-01-17
177177,259283,425,1,1,2022-01-17
177210,260749,368,1,1,2022-01-17
177212,260749,368,1,1,2022-01-17
177218,260769,368,1,0,2022-01-17
177260,260324,377,1,0,2022-01-17
177270,260324,377,1,1,2022-01-17
177291,259953,441,1,1,2022-01-17
177298,259258,426,2,0,2022-01-17
177302,260029,382,1,1,2022-01-17
177308,260029,382,1,1,2022-01-17
177324,260798,167,1,0,2022-01-17
177326,260798,167,1,1,2022-01-17
177329,259996,371,2,1,2022-01-17
177332,260324,378,1,0,2022-01-17
177334,260324,378,1,1,2022-01-17
177336,260324,379,2,0,2022-01-17
177342,259996,380,1,1,2022-01-17
177347,260324,379,2,1,2022-01-17
177350,260567,381,1,1,2022-01-17
177354,260029,383,2,1,2022-01-17
177355,260593,368,1,1,2022-01-17
177357,260593,368,1,1,2022-01-17
177358,259938,369,1,0,2022-01-17
177359,259938,369,1,1,2022-01-17
177365,260578,368,1,0,2022-01-17
177369,260173,420,1,1,2022-01-17
177372,260494,377,1,0,2022-01-17
177376,260354,375,1,0,2022-01-17
177377,260173,421,1,0,2022-01-17
177378,260578,368,1,1,2022-01-17
177379,260354,375,1,0,2022-01-17
177380,259938,370,1,1,2022-01-17
177382,259938,370,1,1,2022-01-17
177383,260173,421,1,1,2022-01-17
177385,260593,369,1,1,2022-01-17
177387,260593,369,1,1,2022-01-17
177388,259174,506,1,1,2022-01-17
177392,259938,371,2,1,2022-01-18
177396,260815,368,1,1,2022-01-18
177397,260486,375,1,1,2022-01-18
177398,260815,368,1,1,2022-01-18
177401,260707,368,1,1,2022-01-18
177402,259767,368,1,1,2022-01-18
177403,259504,375,1,0,2022-01-18
177404,260707,368,1,1,2022-01-18
177408,259504,375,1,1,2022-01-18
177412,260593,370,1,1,2022-01-18
177413,260593,370,1,1,2022-01-18
177415,259767,370,1,0,2022-01-18
177417,259174,507,1,1,2022-01-18
177419,259174,508,1,1,2022-01-18
177420,259767,370,1,0,2022-01-18
177421,259767,370,1,1,2022-01-18
177422,259767,371,2,1,2022-01-18
177424,260291,368,1,0,2022-01-18
177425,260291,368,1,1,2022-01-18
177426,260291,369,1,0,2022-01-18
177427,260291,368,1,1,2022-01-18
177428,260829,368,1,1,2022-01-18
177431,260829,369,1,0,2022-01-18
177434,260829,370,1,1,2022-01-18
177436,260494,97,1,0,2022-01-18
177437,260494,97,1,1,2022-01-18
177442,258818,510,1,0,2022-01-18
177443,258818,510,1,1,2022-01-18
177450,259429,368,1,0,2022-01-18
177451,258822,375,1,1,2022-01-18
177458,260842,368,1,0,2022-01-18
177460,260842,368,1,1,2022-01-18
177462,260649,376,1,1,2022-01-18
177463,260649,376,1,1,2022-01-18
177466,260354,375,1,1,2022-01-18
177467,260354,375,1,0,2022-01-18
177468,260354,375,1,1,2022-01-18
177480,260649,515,1,1,2022-01-18
177483,260649,515,1,1,2022-01-18
177487,258822,513,1,1,2022-01-18
177505,259232,380,1,1,2022-01-18
177506,260126,380,1,1,2022-01-18
177510,260464,368,1,1,2022-01-18
177511,258863,380,1,0,2022-01-18
