student_id,date_registered,f2p,total_minutes_watched,buckets
267316,2022-03-15,0,0,[0]
267335,2022-03-15,0,0,[0]
267352,2022-03-15,0,0,[0]
267359,2022-03-15,0,0,[0]
267559,2022-03-16,0,0,[0]
267729,2022-03-17,0,0,[0]
267734,2022-03-17,0,0,[0]
267752,2022-03-17,0,0,[0]
267762,2022-03-17,0,0,[0]
267819,2022-03-18,0,0,[0]
267886,2022-03-18,0,0,[0]
267925,2022-03-19,0,0,[0]
268067,2022-03-20,0,0,[0]
268133,2022-03-20,0,0,[0]
268180,2022-03-21,0,0,[0]
268195,2022-03-21,0,0,[0]
268269,2022-03-22,0,0,[0]
268282,2022-03-22,0,0,[0]
268363,2022-03-23,0,0,[0]
268552,2022-03-25,0,0,[0]
268575,2022-03-25,0,0,[0]
268615,2022-03-26,0,0,[0]
268635,2022-03-26,0,0,[0]
268676,2022-03-27,0,0,[0]
268710,2022-03-27,0,0,[0]
268763,2022-03-28,0,0,[0]
268836,2022-03-29,0,0,[0]
269042,2022-03-30,0,0,[0]
269051,2022-03-30,0,0,[0]
269083,2022-03-31,0,0,[0]
269381,2022-04-02,0,0,[0]
269394,2022-04-02,0,0,[0]
269445,2022-04-03,0,0,[0]
269477,2022-04-03,0,0,[0]
269482,2022-04-03,0,0,[0]
269494,2022-04-03,0,0,[0]
269525,2022-04-03,0,0,[0]
269530,2022-04-03,0,0,[0]
269684,2022-04-05,0,0,[0]
269696,2022-04-05,0,0,[0]
269714,2022-04-05,0,0,[0]
269953,2022-04-07,0,0,[0]
269995,2022-04-07,0,0,[0]
270023,2022-04-08,0,0,[0]
270024,2022-04-08,0,0,[0]
270050,2022-04-08,0,0,[0]
270126,2022-04-08,0,0,[0]
270141,2022-04-08,0,0,[0]
270228,2022-04-09,0,0,[0]
270289,2022-04-10,0,0,[0]
270307,2022-04-10,0,0,[0]
270326,2022-04-10,0,0,[0]
270375,2022-04-10,0,0,[0]
270397,2022-04-11,0,0,[0]
270405,2022-04-11,0,0,[0]
270476,2022-04-11,0,0,[0]
270494,2022-04-11,0,0,[0]
270553,2022-04-12,0,0,[0]
270685,2022-04-13,0,0,[0]
270715,2022-04-13,0,0,[0]
270717,2022-04-13,0,0,[0]
270724,2022-04-13,0,0,[0]
270731,2022-04-13,0,0,[0]
270782,2022-04-14,0,0,[0]
270785,2022-04-14,0,0,[0]
271126,2022-04-18,0,0,[0]
271252,2022-04-19,0,0,[0]
271272,2022-04-19,0,0,[0]
271288,2022-04-19,0,0,[0]
271332,2022-04-19,0,0,[0]
271364,2022-04-20,0,0,[0]
271382,2022-04-20,0,0,[0]
271429,2022-04-21,0,0,[0]
271537,2022-04-22,0,0,[0]
271585,2022-04-22,0,0,[0]
271656,2022-04-23,0,0,[0]
271666,2022-04-23,0,0,[0]
271700,2022-04-23,0,0,[0]
271789,2022-04-24,0,0,[0]
271807,2022-04-24,0,0,[0]
271812,2022-04-24,0,0,[0]
271899,2022-04-25,0,0,[0]
271983,2022-04-26,0,0,[0]
272007,2022-04-26,0,0,[0]
272032,2022-04-26,0,0,[0]
272104,2022-04-27,0,0,[0]
272287,2022-04-28,0,0,[0]
272360,2022-04-29,0,0,[0]
272388,2022-04-29,0,0,[0]
272392,2022-04-29,0,0,[0]
272416,2022-04-30,0,0,[0]
272430,2022-04-30,0,0,[0]
272461,2022-04-30,0,0,[0]
272502,2022-05-01,0,0,[0]
272509,2022-05-01,0,0,[0]
272520,2022-05-01,0,0,[0]
272778,2022-05-04,0,0,[0]
272928,2022-05-05,0,0,[0]
273045,2022-05-06,0,0,[0]
273070,2022-05-07,0,0,[0]
273120,2022-05-07,0,0,[0]
273275,2022-05-09,0,0,[0]
273337,2022-05-09,0,0,[0]
273445,2022-05-10,0,0,[0]
273456,2022-05-10,0,0,[0]
273493,2022-05-11,0,0,[0]
273622,2022-05-11,0,0,[0]
273655,2022-05-12,0,0,[0]
273909,2022-05-14,0,0,[0]
274042,2022-05-15,0,0,[0]
274253,2022-05-17,0,0,[0]
274367,2022-05-18,0,0,[0]
274420,2022-05-19,0,0,[0]
274687,2022-05-22,0,0,[0]
274715,2022-05-22,0,0,[0]
274796,2022-05-23,0,0,[0]
274829,2022-05-23,0,0,[0]
274924,2022-05-24,0,0,[0]
274973,2022-05-25,0,0,[0]
275029,2022-05-25,0,0,[0]
275237,2022-05-27,0,0,[0]
275331,2022-05-29,0,0,[0]
275365,2022-05-29,0,0,[0]
275380,2022-05-29,0,0,[0]
275383,2022-05-30,0,0,[0]
275415,2022-05-30,0,0,[0]
275430,2022-05-30,0,0,[0]
275472,2022-05-30,0,0,[0]
275601,2022-06-01,0,0,[0]
275654,2022-06-01,0,0,[0]
275744,2022-06-01,0,0,[0]
275748,2022-06-01,0,0,[0]
275813,2022-06-02,0,0,[0]
275858,2022-06-02,0,0,[0]
275956,2022-06-02,0,0,[0]
275993,2022-06-02,0,0,[0]
276009,2022-06-02,0,0,[0]
276028,2022-06-02,0,0,[0]
276039,2022-06-02,0,0,[0]
276057,2022-06-02,0,0,[0]
276069,2022-06-02,0,0,[0]
276100,2022-06-02,0,0,[0]
276110,2022-06-02,0,0,[0]
276142,2022-06-02,0,0,[0]
276145,2022-06-02,0,0,[0]
276157,2022-06-02,0,0,[0]
276187,2022-06-02,0,0,[0]
276195,2022-06-02,0,0,[0]
276295,2022-06-03,0,0,[0]
276368,2022-06-03,0,0,[0]
276485,2022-06-04,0,0,[0]
276513,2022-06-04,0,0,[0]
276616,2022-06-05,0,0,[0]
276765,2022-06-06,0,0,[0]
276776,2022-06-06,0,0,[0]
276996,2022-06-08,0,0,[0]
277110,2022-06-08,0,0,[0]
277139,2022-06-09,0,0,[0]
277216,2022-06-09,0,0,[0]
277249,2022-06-10,0,0,[0]
277256,2022-06-10,0,0,[0]
277279,2022-06-10,0,0,[0]
277434,2022-06-11,0,0,[0]
277445,2022-06-11,0,0,[0]
277456,2022-06-11,0,0,[0]
277516,2022-06-12,0,0,[0]
277550,2022-06-12,0,0,[0]
277587,2022-06-13,0,0,[0]
277707,2022-06-14,0,0,[0]
277719,2022-06-14,0,0,[0]
277762,2022-06-14,0,0,[0]
277793,2022-06-14,0,0,[0]
277832,2022-06-14,0,0,[0]
277907,2022-06-15,0,0,[0]
277972,2022-06-16,0,0,[0]
278169,2022-06-17,0,0,[0]
278260,2022-06-18,0,0,[0]
278264,2022-06-18,0,0,[0]
278285,2022-06-18,0,0,[0]
278306,2022-06-18,0,0,[0]
278390,2022-06-19,0,0,[0]
278487,2022-06-19,0,0,[0]
278567,2022-06-20,0,0,[0]
278602,2022-06-20,0,0,[0]
278707,2022-06-20,0,0,[0]
278759,2022-06-21,0,0,[0]
278790,2022-06-21,0,0,[0]
278885,2022-06-22,0,0,[0]
278942,2022-06-22,0,0,[0]
278966,2022-06-23,0,0,[0]
278996,2022-06-23,0,0,[0]
279014,2022-06-23,0,0,[0]
279032,2022-06-23,0,0,[0]
279339,2022-06-26,0,0,[0]
279405,2022-06-27,0,0,[0]
279530,2022-06-28,0,0,[0]
279531,2022-06-28,0,0,[0]
279639,2022-06-29,0,0,[0]
279650,2022-06-29,0,0,[0]
279737,2022-06-29,0,0,[0]
279830,2022-06-30,0,0,[0]
279960,2022-07-01,0,0,[0]
280028,2022-07-02,0,0,[0]
280030,2022-07-02,0,0,[0]
280144,2022-07-03,0,0,[0]
280183,2022-07-03,0,0,[0]
280285,2022-07-04,0,0,[0]
280298,2022-07-04,0,0,[0]
280322,2022-07-04,0,0,[0]
280416,2022-07-05,0,0,[0]
280501,2022-07-06,0,0,[0]
280600,2022-07-07,0,0,[0]
280639,2022-07-07,0,0,[0]
280700,2022-07-07,0,0,[0]
280705,2022-07-07,0,0,[0]
280741,2022-07-08,0,0,[0]
280791,2022-07-08,0,0,[0]
280833,2022-07-08,0,0,[0]
280848,2022-07-09,0,0,[0]
281014,2022-07-10,0,0,[0]
281055,2022-07-11,0,0,[0]
281068,2022-07-11,0,0,[0]
281250,2022-07-12,0,0,[0]
281301,2022-07-12,0,0,[0]
281326,2022-07-12,0,0,[0]
281342,2022-07-13,0,0,[0]
281409,2022-07-13,0,0,[0]
281456,2022-07-14,0,0,[0]
281484,2022-07-14,0,0,[0]
281589,2022-07-15,0,0,[0]
281623,2022-07-15,0,0,[0]
281632,2022-07-15,0,0,[0]
281660,2022-07-15,0,0,[0]
281672,2022-07-15,0,0,[0]
281691,2022-07-16,0,0,[0]
281836,2022-07-17,0,0,[0]
281879,2022-07-17,0,0,[0]
281965,2022-07-18,0,0,[0]
281973,2022-07-18,0,0,[0]
282012,2022-07-18,0,0,[0]
282085,2022-07-19,0,0,[0]
282125,2022-07-19,0,0,[0]
282246,2022-07-21,0,0,[0]
282324,2022-07-22,0,0,[0]
282334,2022-07-22,0,0,[0]
282368,2022-07-23,0,0,[0]
282410,2022-07-23,0,0,[0]
282527,2022-07-25,0,0,[0]
282548,2022-07-25,0,0,[0]
282653,2022-07-26,0,0,[0]
282773,2022-07-27,0,0,[0]
282781,2022-07-27,0,0,[0]
282822,2022-07-27,0,0,[0]
282828,2022-07-27,0,0,[0]
282832,2022-07-28,0,0,[0]
282893,2022-07-28,0,0,[0]
282904,2022-07-28,0,0,[0]
282953,2022-07-29,0,0,[0]
282964,2022-07-29,0,0,[0]
282983,2022-07-29,0,0,[0]
283068,2022-07-30,0,0,[0]
283113,2022-07-30,0,0,[0]
283200,2022-07-31,0,0,[0]
283405,2022-08-01,0,0,[0]
283421,2022-08-01,0,0,[0]
283478,2022-08-01,0,0,[0]
283512,2022-08-02,0,0,[0]
283602,2022-08-02,0,0,[0]
283607,2022-08-02,0,0,[0]
283702,2022-08-03,0,0,[0]
283738,2022-08-03,0,0,[0]
283784,2022-08-03,0,0,[0]
283820,2022-08-04,0,0,[0]
283834,2022-08-04,0,0,[0]
283905,2022-08-04,0,0,[0]
283908,2022-08-04,0,0,[0]
283916,2022-08-04,0,0,[0]
284004,2022-08-05,0,0,[0]
284030,2022-08-05,0,0,[0]
284039,2022-08-05,0,0,[0]
284214,2022-08-07,0,0,[0]
284268,2022-08-07,0,0,[0]
284272,2022-08-07,0,0,[0]
284300,2022-08-07,0,0,[0]
284357,2022-08-08,0,0,[0]
284409,2022-08-08,0,0,[0]
284599,2022-08-09,0,0,[0]
284681,2022-08-10,0,0,[0]
284696,2022-08-10,0,0,[0]
284725,2022-08-10,0,0,[0]
284727,2022-08-10,0,0,[0]
284874,2022-08-11,0,0,[0]
284991,2022-08-11,0,0,[0]
285107,2022-08-12,0,0,[0]
285454,2022-08-14,0,0,[0]
285536,2022-08-15,0,0,[0]
285638,2022-08-15,0,0,[0]
285648,2022-08-15,0,0,[0]
285788,2022-08-15,0,0,[0]
285887,2022-08-15,0,0,[0]
286052,2022-08-15,0,0,[0]
286089,2022-08-15,0,0,[0]
286232,2022-08-16,0,0,[0]
286376,2022-08-16,0,0,[0]
286456,2022-08-16,0,0,[0]
286593,2022-08-16,0,0,[0]
286681,2022-08-16,0,0,[0]
286705,2022-08-17,0,0,[0]
286710,2022-08-17,0,0,[0]
286960,2022-08-17,0,0,[0]
287164,2022-08-18,0,0,[0]
287360,2022-08-20,0,0,[0]
287365,2022-08-20,0,0,[0]
287387,2022-08-20,0,0,[0]
287445,2022-08-20,0,0,[0]
287538,2022-08-22,0,0,[0]
287654,2022-08-22,0,0,[0]
287677,2022-08-23,0,0,[0]
287813,2022-08-24,0,0,[0]
288138,2022-08-26,0,0,[0]
288174,2022-08-26,0,0,[0]
288229,2022-08-26,0,0,[0]
288341,2022-08-27,0,0,[0]
288375,2022-08-28,0,0,[0]
288383,2022-08-28,0,0,[0]
288403,2022-08-28,0,0,[0]
288405,2022-08-28,0,0,[0]
288422,2022-08-28,0,0,[0]
288429,2022-08-28,0,0,[0]
288513,2022-08-29,0,0,[0]
288545,2022-08-29,0,0,[0]
288547,2022-08-29,0,0,[0]
288549,2022-08-29,0,0,[0]
288678,2022-08-30,0,0,[0]
288704,2022-08-30,0,0,[0]
288818,2022-08-31,0,0,[0]
288912,2022-08-31,0,0,[0]
288924,2022-08-31,0,0,[0]
288977,2022-09-01,0,0,[0]
289022,2022-09-01,0,0,[0]
289030,2022-09-01,0,0,[0]
289034,2022-09-01,0,0,[0]
289042,2022-09-01,0,0,[0]
289074,2022-09-01,0,0,[0]
289079,2022-09-01,0,0,[0]
289120,2022-09-02,0,0,[0]
289258,2022-09-03,0,0,[0]
289347,2022-09-04,0,0,[0]
289408,2022-09-04,0,0,[0]
289466,2022-09-05,0,0,[0]
289498,2022-09-05,0,0,[0]
289685,2022-09-06,0,0,[0]
289732,2022-09-07,0,0,[0]
289764,2022-09-07,0,0,[0]
289776,2022-09-07,0,0,[0]
289783,2022-09-07,0,0,[0]
289834,2022-09-07,0,0,[0]
289961,2022-09-08,0,0,[0]
289970,2022-09-09,0,0,[0]
290011,2022-09-09,0,0,[0]
290118,2022-09-10,0,0,[0]
290148,2022-09-10,0,0,[0]
290213,2022-09-11,0,0,[0]
290277,2022-09-11,0,0,[0]
290279,2022-09-11,0,0,[0]
290346,2022-09-12,0,0,[0]
290384,2022-09-12,0,0,[0]
290470,2022-09-13,0,0,[0]
290620,2022-09-14,0,0,[0]
290841,2022-09-15,0,0,[0]
290897,2022-09-16,0,0,[0]
290949,2022-09-16,0,0,[0]
290959,2022-09-16,0,0,[0]
291013,2022-09-17,0,0,[0]
291097,2022-09-17,0,0,[0]
291288,2022-09-19,0,0,[0]
291357,2022-09-19,0,0,[0]
291471,2022-09-20,0,0,[0]
291496,2022-09-21,0,0,[0]
291594,2022-09-22,0,0,[0]
291595,2022-09-22,0,0,[0]
291630,2022-09-22,0,0,[0]
291718,2022-09-22,0,0,[0]
291888,2022-09-24,0,0,[0]
291982,2022-09-25,0,0,[0]
292135,2022-09-26,0,0,[0]
292527,2022-09-29,0,0,[0]
292544,2022-09-29,0,0,[0]
292636,2022-09-30,0,0,[0]
292754,2022-09-30,0,0,[0]
292845,2022-10-01,0,0,[0]
293273,2022-10-04,0,0,[0]
293354,2022-10-05,0,0,[0]
293476,2022-10-06,0,0,[0]
293535,2022-10-06,0,0,[0]
293632,2022-10-07,0,0,[0]
294223,2022-10-11,0,0,[0]
294563,2022-10-13,0,0,[0]
294609,2022-10-13,0,0,[0]
294686,2022-10-14,0,0,[0]
294703,2022-10-14,0,0,[0]
294876,2022-10-16,0,0,[0]
295034,2022-10-17,0,0,[0]
295042,2022-10-17,0,0,[0]
295129,2022-10-18,0,0,[0]
295351,2022-10-19,0,0,[0]
295368,2022-10-19,0,0,[0]
295453,2022-10-20,0,0,[0]
295486,2022-10-20,0,0,[0]
295664,2022-10-22,0,0,[0]
295714,2022-10-22,0,0,[0]
295724,2022-10-22,0,0,[0]
295942,2022-10-24,0,0,[0]
295981,2022-10-24,0,0,[0]
296198,2022-10-26,0,0,[0]
296263,2022-10-26,0,0,[0]
296353,2022-10-26,0,0,[0]
296548,2022-10-27,0,0,[0]
296569,2022-10-28,0,0,[0]
296704,2022-10-29,0,0,[0]
296856,2022-10-30,0,0,[0]
296907,2022-10-30,0,0,[0]
296949,2022-10-31,0,0,[0]
267418,2022-03-15,1,0,[0]
270906,2022-04-15,1,0,[0]
292588,2022-09-29,1,0,[0]
258842,2022-01-01,0,0,[0]
258961,2022-01-02,0,0,[0]
258972,2022-01-02,0,0,[0]
258977,2022-01-02,0,0,[0]
259052,2022-01-02,0,0,[0]
259083,2022-01-03,0,0,[0]
259200,2022-01-04,0,0,[0]
259323,2022-01-05,0,0,[0]
259359,2022-01-05,0,0,[0]
259521,2022-01-06,0,0,[0]
259584,2022-01-07,0,0,[0]
259617,2022-01-07,0,0,[0]
259691,2022-01-08,0,0,[0]
259771,2022-01-09,0,0,[0]
259813,2022-01-09,0,0,[0]
259863,2022-01-10,0,0,[0]
259871,2022-01-10,0,0,[0]
259877,2022-01-10,0,0,[0]
259919,2022-01-10,0,0,[0]
259939,2022-01-10,0,0,[0]
259974,2022-01-11,0,0,[0]
260161,2022-01-12,0,0,[0]
260258,2022-01-13,0,0,[0]
260276,2022-01-13,0,0,[0]
260299,2022-01-13,0,0,[0]
260341,2022-01-14,0,0,[0]
260359,2022-01-14,0,0,[0]
260367,2022-01-14,0,0,[0]
260375,2022-01-14,0,0,[0]
260409,2022-01-14,0,0,[0]
260441,2022-01-14,0,0,[0]
260501,2022-01-15,0,0,[0]
260522,2022-01-15,0,0,[0]
260681,2022-01-16,0,0,[0]
260683,2022-01-16,0,0,[0]
260689,2022-01-16,0,0,[0]
260753,2022-01-17,0,0,[0]
260819,2022-01-17,0,0,[0]
260854,2022-01-18,0,0,[0]
260873,2022-01-18,0,0,[0]
260923,2022-01-19,0,0,[0]
260931,2022-01-19,0,0,[0]
260995,2022-01-19,0,0,[0]
261017,2022-01-20,0,0,[0]
261124,2022-01-21,0,0,[0]
261205,2022-01-21,0,0,[0]
261238,2022-01-22,0,0,[0]
261387,2022-01-24,0,0,[0]
261535,2022-01-25,0,0,[0]
261623,2022-01-26,0,0,[0]
261792,2022-01-28,0,0,[0]
262030,2022-01-30,0,0,[0]
262070,2022-01-30,0,0,[0]
262117,2022-01-31,0,0,[0]
262126,2022-01-31,0,0,[0]
262142,2022-01-31,0,0,[0]
262212,2022-02-01,0,0,[0]
262219,2022-02-01,0,0,[0]
262300,2022-02-02,0,0,[0]
262347,2022-02-02,0,0,[0]
262445,2022-02-03,0,0,[0]
262638,2022-02-04,0,0,[0]
262756,2022-02-05,0,0,[0]
262883,2022-02-06,0,0,[0]
262952,2022-02-07,0,0,[0]
262961,2022-02-07,0,0,[0]
263140,2022-02-09,0,0,[0]
263350,2022-02-11,0,0,[0]
263377,2022-02-11,0,0,[0]
263382,2022-02-11,0,0,[0]
263440,2022-02-12,0,0,[0]
263539,2022-02-13,0,0,[0]
263742,2022-02-15,0,0,[0]
263811,2022-02-16,0,0,[0]
263883,2022-02-16,0,0,[0]
263909,2022-02-17,0,0,[0]
263944,2022-02-17,0,0,[0]
263955,2022-02-17,0,0,[0]
263964,2022-02-17,0,0,[0]
263988,2022-02-17,0,0,[0]
263996,2022-02-17,0,0,[0]
264027,2022-02-17,0,0,[0]
264038,2022-02-17,0,0,[0]
264094,2022-02-18,0,0,[0]
264309,2022-02-20,0,0,[0]
264403,2022-02-21,0,0,[0]
264410,2022-02-21,0,0,[0]
264428,2022-02-21,0,0,[0]
264487,2022-02-21,0,0,[0]
264490,2022-02-21,0,0,[0]
264561,2022-02-22,0,0,[0]
264614,2022-02-22,0,0,[0]
264644,2022-02-22,0,0,[0]
264885,2022-02-24,0,0,[0]
264961,2022-02-25,0,0,[0]
264971,2022-02-25,0,0,[0]
265009,2022-02-25,0,0,[0]
265011,2022-02-25,0,0,[0]
265034,2022-02-25,0,0,[0]
265073,2022-02-26,0,0,[0]
265189,2022-02-27,0,0,[0]
265239,2022-02-27,0,0,[0]
265243,2022-02-27,0,0,[0]
265332,2022-02-28,0,0,[0]
265467,2022-03-01,0,0,[0]
265526,2022-03-01,0,0,[0]
265556,2022-03-01,0,0,[0]
265573,2022-03-02,0,0,[0]
265610,2022-03-02,0,0,[0]
265724,2022-03-03,0,0,[0]
265845,2022-03-04,0,0,[0]
265851,2022-03-04,0,0,[0]
265957,2022-03-05,0,0,[0]
265971,2022-03-05,0,0,[0]
265993,2022-03-05,0,0,[0]
266207,2022-03-07,0,0,[0]
266225,2022-03-07,0,0,[0]
266360,2022-03-08,0,0,[0]
266390,2022-03-08,0,0,[0]
266469,2022-03-09,0,0,[0]
266557,2022-03-09,0,0,[0]
266836,2022-03-11,0,0,[0]
266844,2022-03-11,0,0,[0]
266865,2022-03-11,0,0,[0]
267013,2022-03-12,0,0,[0]
267027,2022-03-12,0,0,[0]
267158,2022-03-13,0,0,[0]
267222,2022-03-14,0,0,[0]
267321,2022-03-15,0,0,[0]
267403,2022-03-15,0,0,[0]
267417,2022-03-15,0,0,[0]
267499,2022-03-16,0,0,[0]
267522,2022-03-16,0,0,[0]
267527,2022-03-16,0,0,[0]
267634,2022-03-16,0,0,[0]
267651,2022-03-17,0,0,[0]
267657,2022-03-17,0,0,[0]
267722,2022-03-17,0,0,[0]
267806,2022-03-18,0,0,[0]
267862,2022-03-18,0,0,[0]
268021,2022-03-19,0,0,[0]
268084,2022-03-20,0,0,[0]
268106,2022-03-20,0,0,[0]
268126,2022-03-20,0,0,[0]
268146,2022-03-21,0,0,[0]
268169,2022-03-21,0,0,[0]
268172,2022-03-21,0,0,[0]
268209,2022-03-21,0,0,[0]
268253,2022-03-21,0,0,[0]
268278,2022-03-22,0,0,[0]
268400,2022-03-23,0,0,[0]
268442,2022-03-24,0,0,[0]
268490,2022-03-24,0,0,[0]
268583,2022-03-25,0,0,[0]
268698,2022-03-27,0,0,[0]
268819,2022-03-28,0,0,[0]
268909,2022-03-29,0,0,[0]
268959,2022-03-30,0,0,[0]
269084,2022-03-31,0,0,[0]
269155,2022-03-31,0,0,[0]
269166,2022-03-31,0,0,[0]
269226,2022-04-01,0,0,[0]
269256,2022-04-01,0,0,[0]
269427,2022-04-03,0,0,[0]
269493,2022-04-03,0,0,[0]
269563,2022-04-04,0,0,[0]
269652,2022-04-04,0,0,[0]
269682,2022-04-05,0,0,[0]
269703,2022-04-05,0,0,[0]
269708,2022-04-05,0,0,[0]
269755,2022-04-05,0,0,[0]
269837,2022-04-06,0,0,[0]
269923,2022-04-07,0,0,[0]
269941,2022-04-07,0,0,[0]
269980,2022-04-07,0,0,[0]
270085,2022-04-08,0,0,[0]
270148,2022-04-08,0,0,[0]
270208,2022-04-09,0,0,[0]
270255,2022-04-09,0,0,[0]
270310,2022-04-10,0,0,[0]
270445,2022-04-11,0,0,[0]
270492,2022-04-11,0,0,[0]
270552,2022-04-12,0,0,[0]
270568,2022-04-12,0,0,[0]
270574,2022-04-12,0,0,[0]
270605,2022-04-12,0,0,[0]
270745,2022-04-14,0,0,[0]
270847,2022-04-15,0,0,[0]
270934,2022-04-15,0,0,[0]
271247,2022-04-19,0,0,[0]
271343,2022-04-20,0,0,[0]
271376,2022-04-20,0,0,[0]
271482,2022-04-21,0,0,[0]
271541,2022-04-22,0,0,[0]
271639,2022-04-23,0,0,[0]
271716,2022-04-23,0,0,[0]
271750,2022-04-24,0,0,[0]
271820,2022-04-24,0,0,[0]
271843,2022-04-25,0,0,[0]
271947,2022-04-25,0,0,[0]
272079,2022-04-27,0,0,[0]
272197,2022-04-28,0,0,[0]
272288,2022-04-28,0,0,[0]
272302,2022-04-29,0,0,[0]
272331,2022-04-29,0,0,[0]
272519,2022-05-01,0,0,[0]
272579,2022-05-02,0,0,[0]
272603,2022-05-02,0,0,[0]
272618,2022-05-02,0,0,[0]
272690,2022-05-03,0,0,[0]
272704,2022-05-03,0,0,[0]
272731,2022-05-03,0,0,[0]
272863,2022-05-05,0,0,[0]
272872,2022-05-05,0,0,[0]
272942,2022-05-05,0,0,[0]
272964,2022-05-06,0,0,[0]
273155,2022-05-08,0,0,[0]
273259,2022-05-09,0,0,[0]
273327,2022-05-09,0,0,[0]
273342,2022-05-10,0,0,[0]
273356,2022-05-10,0,0,[0]
273373,2022-05-10,0,0,[0]
273387,2022-05-10,0,0,[0]
273485,2022-05-10,0,0,[0]
273552,2022-05-11,0,0,[0]
273600,2022-05-11,0,0,[0]
273604,2022-05-11,0,0,[0]
273663,2022-05-12,0,0,[0]
273795,2022-05-13,0,0,[0]
273863,2022-05-13,0,0,[0]
273921,2022-05-14,0,0,[0]
