student_id,date_registered,student_onboarded
259094,2022-01-03,0
259096,2022-01-03,0
259100,2022-01-03,0
259107,2022-01-03,0
259109,2022-01-03,0
259111,2022-01-03,0
259112,2022-01-03,0
259117,2022-01-03,0
259119,2022-01-03,0
259120,2022-01-03,0
259122,2022-01-03,0
259124,2022-01-03,0
259128,2022-01-03,0
259129,2022-01-03,0
259130,2022-01-03,0
259131,2022-01-03,0
259135,2022-01-03,0
259136,2022-01-03,0
259139,2022-01-03,0
259140,2022-01-03,0
259141,2022-01-03,0
259142,2022-01-03,0
259147,2022-01-03,0
259151,2022-01-03,0
259153,2022-01-03,0
259154,2022-01-03,0
259157,2022-01-03,0
259159,2022-01-03,0
259161,2022-01-03,0
259162,2022-01-03,0
259163,2022-01-03,0
259168,2022-01-04,0
259169,2022-01-04,0
259173,2022-01-04,0
259175,2022-01-04,0
259176,2022-01-04,0
259177,2022-01-04,0
259179,2022-01-04,0
259182,2022-01-04,0
259185,2022-01-04,0
259186,2022-01-04,0
259189,2022-01-04,0
259193,2022-01-04,0
259194,2022-01-04,0
259200,2022-01-04,0
259202,2022-01-04,0
259206,2022-01-04,0
259208,2022-01-04,0
259212,2022-01-04,0
259215,2022-01-04,0
259216,2022-01-04,0
259218,2022-01-04,0
259219,2022-01-04,0
259220,2022-01-04,0
259221,2022-01-04,0
259224,2022-01-04,0
259227,2022-01-04,0
259228,2022-01-04,0
259230,2022-01-04,0
259234,2022-01-04,0
259235,2022-01-04,0
259236,2022-01-04,0
259237,2022-01-04,0
259238,2022-01-04,0
259241,2022-01-04,0
259243,2022-01-04,0
259245,2022-01-04,0
259248,2022-01-04,0
259249,2022-01-04,0
259251,2022-01-04,0
259252,2022-01-04,0
259253,2022-01-04,0
259255,2022-01-04,0
259256,2022-01-04,0
259259,2022-01-04,0
259263,2022-01-04,0
259265,2022-01-04,0
259270,2022-01-04,0
259272,2022-01-04,0
259277,2022-01-04,0
259279,2022-01-04,0
259280,2022-01-04,0
259281,2022-01-04,0
259282,2022-01-04,0
259285,2022-01-04,0
259287,2022-01-04,0
259288,2022-01-04,0
259290,2022-01-04,0
259291,2022-01-04,0
259292,2022-01-04,0
259293,2022-01-04,0
259294,2022-01-04,0
259295,2022-01-04,0
259296,2022-01-05,0
259301,2022-01-05,0
259302,2022-01-05,0
259303,2022-01-05,0
259304,2022-01-05,0
259308,2022-01-05,0
259309,2022-01-05,0
259310,2022-01-05,0
259312,2022-01-05,0
259313,2022-01-05,0
259314,2022-01-05,0
259320,2022-01-05,0
259321,2022-01-05,0
259323,2022-01-05,0
259324,2022-01-05,0
259327,2022-01-05,0
259330,2022-01-05,0
259331,2022-01-05,0
259332,2022-01-05,0
259334,2022-01-05,0
259335,2022-01-05,0
259336,2022-01-05,0
259338,2022-01-05,0
259339,2022-01-05,0
259340,2022-01-05,0
259341,2022-01-05,0
259342,2022-01-05,0
259346,2022-01-05,0
259347,2022-01-05,0
259348,2022-01-05,0
259352,2022-01-05,0
259353,2022-01-05,0
259357,2022-01-05,0
259358,2022-01-05,0
259359,2022-01-05,0
259362,2022-01-05,0
259363,2022-01-05,0
259367,2022-01-05,0
259369,2022-01-05,0
259370,2022-01-05,0
259373,2022-01-05,0
259375,2022-01-05,0
259376,2022-01-05,0
259377,2022-01-05,0
259380,2022-01-05,0
259381,2022-01-05,0
259389,2022-01-05,0
259391,2022-01-05,0
259392,2022-01-05,0
259394,2022-01-05,0
259396,2022-01-05,0
259397,2022-01-05,0
259399,2022-01-05,0
259404,2022-01-05,0
259405,2022-01-05,0
259406,2022-01-05,0
259409,2022-01-05,0
259411,2022-01-05,0
259413,2022-01-05,0
259414,2022-01-05,0
259416,2022-01-05,0
259417,2022-01-05,0
259419,2022-01-05,0
259420,2022-01-06,0
259423,2022-01-06,0
259425,2022-01-06,0
259428,2022-01-06,0
259430,2022-01-06,0
259431,2022-01-06,0
259432,2022-01-06,0
259434,2022-01-06,0
259438,2022-01-06,0
259439,2022-01-06,0
259444,2022-01-06,0
259448,2022-01-06,0
259449,2022-01-06,0
259450,2022-01-06,0
259453,2022-01-06,0
259455,2022-01-06,0
259461,2022-01-06,0
259466,2022-01-06,0
259467,2022-01-06,0
259468,2022-01-06,0
259469,2022-01-06,0
259470,2022-01-06,0
259471,2022-01-06,0
259472,2022-01-06,0
259475,2022-01-06,0
259479,2022-01-06,0
259481,2022-01-06,0
259492,2022-01-06,0
259495,2022-01-06,0
259498,2022-01-06,0
259499,2022-01-06,0
259500,2022-01-06,0
259502,2022-01-06,0
259505,2022-01-06,0
259508,2022-01-06,0
259509,2022-01-06,0
259511,2022-01-06,0
259512,2022-01-06,0
259514,2022-01-06,0
259516,2022-01-06,0
259521,2022-01-06,0
259522,2022-01-06,0
259526,2022-01-06,0
259527,2022-01-06,0
259531,2022-01-06,0
259532,2022-01-06,0
259539,2022-01-06,0
259540,2022-01-07,0
259542,2022-01-07,0
259543,2022-01-07,0
259544,2022-01-07,0
259546,2022-01-07,0
259550,2022-01-07,0
259551,2022-01-07,0
259552,2022-01-07,0
259553,2022-01-07,0
259554,2022-01-07,0
259555,2022-01-07,0
259556,2022-01-07,0
259562,2022-01-07,0
259563,2022-01-07,0
259566,2022-01-07,0
259569,2022-01-07,0
259571,2022-01-07,0
259576,2022-01-07,0
259578,2022-01-07,0
259580,2022-01-07,0
259583,2022-01-07,0
259584,2022-01-07,0
259585,2022-01-07,0
259586,2022-01-07,0
259588,2022-01-07,0
259591,2022-01-07,0
259592,2022-01-07,0
259594,2022-01-07,0
259595,2022-01-07,0
259597,2022-01-07,0
259598,2022-01-07,0
259599,2022-01-07,0
259600,2022-01-07,0
259604,2022-01-07,0
259605,2022-01-07,0
259609,2022-01-07,0
259612,2022-01-07,0
259615,2022-01-07,0
259617,2022-01-07,0
259618,2022-01-07,0
259621,2022-01-07,0
259625,2022-01-07,0
259626,2022-01-07,0
259627,2022-01-07,0
259628,2022-01-07,0
259629,2022-01-07,0
259631,2022-01-07,0
259632,2022-01-07,0
259633,2022-01-07,0
259636,2022-01-07,0
259637,2022-01-07,0
259639,2022-01-07,0
259641,2022-01-07,0
259643,2022-01-07,0
259646,2022-01-07,0
259647,2022-01-07,0
259648,2022-01-07,0
259649,2022-01-07,0
259650,2022-01-07,0
259651,2022-01-07,0
259653,2022-01-07,0
259656,2022-01-07,0
259660,2022-01-08,0
259661,2022-01-08,0
259665,2022-01-08,0
259667,2022-01-08,0
259669,2022-01-08,0
259671,2022-01-08,0
259673,2022-01-08,0
259674,2022-01-08,0
259675,2022-01-08,0
259677,2022-01-08,0
259681,2022-01-08,0
259686,2022-01-08,0
259687,2022-01-08,0
259690,2022-01-08,0
259691,2022-01-08,0
259693,2022-01-08,0
259694,2022-01-08,0
259696,2022-01-08,0
259698,2022-01-08,0
259699,2022-01-08,0
259700,2022-01-08,0
259707,2022-01-08,0
259709,2022-01-08,0
259713,2022-01-08,0
259714,2022-01-08,0
259716,2022-01-08,0
259717,2022-01-08,0
259718,2022-01-08,0
259720,2022-01-08,0
259721,2022-01-08,0
259722,2022-01-08,0
259725,2022-01-08,0
259733,2022-01-08,0
259734,2022-01-08,0
259735,2022-01-08,0
259738,2022-01-08,0
259740,2022-01-08,0
259741,2022-01-08,0
259743,2022-01-08,0
259746,2022-01-08,0
259747,2022-01-08,0
259751,2022-01-08,0
259754,2022-01-08,0
259757,2022-01-08,0
259758,2022-01-08,0
259764,2022-01-09,0
259769,2022-01-09,0
259770,2022-01-09,0
259771,2022-01-09,0
259772,2022-01-09,0
259773,2022-01-09,0
259774,2022-01-09,0
259775,2022-01-09,0
259776,2022-01-09,0
259778,2022-01-09,0
259780,2022-01-09,0
259782,2022-01-09,0
259783,2022-01-09,0
259785,2022-01-09,0
259786,2022-01-09,0
259788,2022-01-09,0
259791,2022-01-09,0
259793,2022-01-09,0
259794,2022-01-09,0
259797,2022-01-09,0
259798,2022-01-09,0
259801,2022-01-09,0
259803,2022-01-09,0
259806,2022-01-09,0
259807,2022-01-09,0
259808,2022-01-09,0
259811,2022-01-09,0
259812,2022-01-09,0
259813,2022-01-09,0
259814,2022-01-09,0
259820,2022-01-09,0
259821,2022-01-09,0
259822,2022-01-09,0
259824,2022-01-09,0
259826,2022-01-09,0
259830,2022-01-09,0
259831,2022-01-09,0
259835,2022-01-09,0
259836,2022-01-09,0
259837,2022-01-09,0
259839,2022-01-09,0
259842,2022-01-09,0
259844,2022-01-09,0
259845,2022-01-09,0
259849,2022-01-09,0
259851,2022-01-09,0
259852,2022-01-09,0
259853,2022-01-09,0
259854,2022-01-09,0
259856,2022-01-09,0
259857,2022-01-09,0
259858,2022-01-09,0
259861,2022-01-09,0
259863,2022-01-10,0
259864,2022-01-10,0
259866,2022-01-10,0
259871,2022-01-10,0
259876,2022-01-10,0
259877,2022-01-10,0
259886,2022-01-10,0
259888,2022-01-10,0
259891,2022-01-10,0
259895,2022-01-10,0
259897,2022-01-10,0
259898,2022-01-10,0
259899,2022-01-10,0
259901,2022-01-10,0
259903,2022-01-10,0
259904,2022-01-10,0
259905,2022-01-10,0
259906,2022-01-10,0
259907,2022-01-10,0
259908,2022-01-10,0
259909,2022-01-10,0
259910,2022-01-10,0
259911,2022-01-10,0
259914,2022-01-10,0
259917,2022-01-10,0
259918,2022-01-10,0
259919,2022-01-10,0
259921,2022-01-10,0
259924,2022-01-10,0
259925,2022-01-10,0
259928,2022-01-10,0
259929,2022-01-10,0
259933,2022-01-10,0
259934,2022-01-10,0
259935,2022-01-10,0
259937,2022-01-10,0
259939,2022-01-10,0
259944,2022-01-10,0
259945,2022-01-10,0
259946,2022-01-10,0
259947,2022-01-10,0
259948,2022-01-10,0
259949,2022-01-10,0
259951,2022-01-10,0
259954,2022-01-10,0
259956,2022-01-10,0
259958,2022-01-10,0
259962,2022-01-10,0
259963,2022-01-10,0
259966,2022-01-10,0
259968,2022-01-10,0
259971,2022-01-11,0
259974,2022-01-11,0
259977,2022-01-11,0
259984,2022-01-11,0
259985,2022-01-11,0
259988,2022-01-11,0
259989,2022-01-11,0
259993,2022-01-11,0
259994,2022-01-11,0
259998,2022-01-11,0
260003,2022-01-11,0
260004,2022-01-11,0
260007,2022-01-11,0
260010,2022-01-11,0
260011,2022-01-11,0
260012,2022-01-11,0
260017,2022-01-11,0
260018,2022-01-11,0
260019,2022-01-11,0
260022,2022-01-11,0
260025,2022-01-11,0
260030,2022-01-11,0
260034,2022-01-11,0
260036,2022-01-11,0
260039,2022-01-11,0
260040,2022-01-11,0
260041,2022-01-11,0
260044,2022-01-11,0
260046,2022-01-11,0
260047,2022-01-11,0
260048,2022-01-11,0
260051,2022-01-11,0
260052,2022-01-11,0
260055,2022-01-11,0
260057,2022-01-11,0
260058,2022-01-11,0
260059,2022-01-11,0
260061,2022-01-11,0
260063,2022-01-11,0
260065,2022-01-11,0
260066,2022-01-11,0
260067,2022-01-11,0
260068,2022-01-11,0
260071,2022-01-11,0
260073,2022-01-11,0
260074,2022-01-11,0
260078,2022-01-11,0
260079,2022-01-11,0
260080,2022-01-11,0
260081,2022-01-11,0
260082,2022-01-11,0
260087,2022-01-11,0
260088,2022-01-11,0
260090,2022-01-11,0
260093,2022-01-11,0
260096,2022-01-12,0
260098,2022-01-12,0
260099,2022-01-12,0
260100,2022-01-12,0
260101,2022-01-12,0
260103,2022-01-12,0
260104,2022-01-12,0
260105,2022-01-12,0
260106,2022-01-12,0
260107,2022-01-12,0
260110,2022-01-12,0
260113,2022-01-12,0
260114,2022-01-12,0
260118,2022-01-12,0
260120,2022-01-12,0
260121,2022-01-12,0
260124,2022-01-12,0
260127,2022-01-12,0
260128,2022-01-12,0
260140,2022-01-12,0
260141,2022-01-12,0
260144,2022-01-12,0
260146,2022-01-12,0
260147,2022-01-12,0
260149,2022-01-12,0
260154,2022-01-12,0
260156,2022-01-12,0
260157,2022-01-12,0
260161,2022-01-12,0
260163,2022-01-12,0
260166,2022-01-12,0
260167,2022-01-12,0
260170,2022-01-12,0
260174,2022-01-12,0
260179,2022-01-12,0
260182,2022-01-12,0
260185,2022-01-12,0
260187,2022-01-12,0
260188,2022-01-12,0
260189,2022-01-12,0
260191,2022-01-12,0
260195,2022-01-12,0
260196,2022-01-12,0
260197,2022-01-12,0
260199,2022-01-12,0
260201,2022-01-12,0
260202,2022-01-12,0
260204,2022-01-12,0
260206,2022-01-12,0
260207,2022-01-12,0
260210,2022-01-13,0
260213,2022-01-13,0
260214,2022-01-13,0
260218,2022-01-13,0
260219,2022-01-13,0
260221,2022-01-13,0
260222,2022-01-13,0
260223,2022-01-13,0
260225,2022-01-13,0
260227,2022-01-13,0
260229,2022-01-13,0
260231,2022-01-13,0
260232,2022-01-13,0
260234,2022-01-13,0
260235,2022-01-13,0
260236,2022-01-13,0
260240,2022-01-13,0
260243,2022-01-13,0
260245,2022-01-13,0
260246,2022-01-13,0
260248,2022-01-13,0
260249,2022-01-13,0
260250,2022-01-13,0
260251,2022-01-13,0
260253,2022-01-13,0
260255,2022-01-13,0
260257,2022-01-13,0
260258,2022-01-13,0
260259,2022-01-13,0
260261,2022-01-13,0
260262,2022-01-13,0
260263,2022-01-13,0
260264,2022-01-13,0
260268,2022-01-13,0
260274,2022-01-13,0
260275,2022-01-13,0
260276,2022-01-13,0
260277,2022-01-13,0
260279,2022-01-13,0
260282,2022-01-13,0
260283,2022-01-13,0
260284,2022-01-13,0
260286,2022-01-13,0
260287,2022-01-13,0
260288,2022-01-13,0
260289,2022-01-13,0
260290,2022-01-13,0
260292,2022-01-13,0
260293,2022-01-13,0
260294,2022-01-13,0
260298,2022-01-13,0
260299,2022-01-13,0
260301,2022-01-13,0
260302,2022-01-13,0
260304,2022-01-13,0
260308,2022-01-13,0
260309,2022-01-13,0
260310,2022-01-13,0
260313,2022-01-13,0
260318,2022-01-13,0
260319,2022-01-13,0
260320,2022-01-13,0
260322,2022-01-13,0
260326,2022-01-13,0
260331,2022-01-13,0
260337,2022-01-14,0
260340,2022-01-14,0
260341,2022-01-14,0
260343,2022-01-14,0
260344,2022-01-14,0
260346,2022-01-14,0
260347,2022-01-14,0
260348,2022-01-14,0
260349,2022-01-14,0
260350,2022-01-14,0
260352,2022-01-14,0
260355,2022-01-14,0
260358,2022-01-14,0
260359,2022-01-14,0
260361,2022-01-14,0
260362,2022-01-14,0
260363,2022-01-14,0
260365,2022-01-14,0
260366,2022-01-14,0
260367,2022-01-14,0
260368,2022-01-14,0
260369,2022-01-14,0
260370,2022-01-14,0
260372,2022-01-14,0
260374,2022-01-14,0
260375,2022-01-14,0
260376,2022-01-14,0
260377,2022-01-14,0
260379,2022-01-14,0
260380,2022-01-14,0
260381,2022-01-14,0
260384,2022-01-14,0
260386,2022-01-14,0
260388,2022-01-14,0
260391,2022-01-14,0
260393,2022-01-14,0
260395,2022-01-14,0
260397,2022-01-14,0
260401,2022-01-14,0
260407,2022-01-14,0
260408,2022-01-14,0
260409,2022-01-14,0
260413,2022-01-14,0
260420,2022-01-14,0
260421,2022-01-14,0
260427,2022-01-14,0
260428,2022-01-14,0
260430,2022-01-14,0
260431,2022-01-14,0
260432,2022-01-14,0
260434,2022-01-14,0
260435,2022-01-14,0
260436,2022-01-14,0
260437,2022-01-14,0
260438,2022-01-14,0
260440,2022-01-14,0
260441,2022-01-14,0
260443,2022-01-14,0
260444,2022-01-14,0
260445,2022-01-14,0
260446,2022-01-14,0
260447,2022-01-14,0
260449,2022-01-14,0
260450,2022-01-14,0
260452,2022-01-14,0
260454,2022-01-14,0
260456,2022-01-14,0
260457,2022-01-14,0
260460,2022-01-14,0
260461,2022-01-14,0
260462,2022-01-14,0
260463,2022-01-14,0
260469,2022-01-14,0
260470,2022-01-14,0
260471,2022-01-14,0
260472,2022-01-14,0
260474,2022-01-14,0
260475,2022-01-14,0
260476,2022-01-14,0
260478,2022-01-14,0
260482,2022-01-15,0
260490,2022-01-15,0
260491,2022-01-15,0
260498,2022-01-15,0
260501,2022-01-15,0
260502,2022-01-15,0
260503,2022-01-15,0
260505,2022-01-15,0
260506,2022-01-15,0
260507,2022-01-15,0
260509,2022-01-15,0
260511,2022-01-15,0
260513,2022-01-15,0
260514,2022-01-15,0
260517,2022-01-15,0
260518,2022-01-15,0
260520,2022-01-15,0
260521,2022-01-15,0
260522,2022-01-15,0
260523,2022-01-15,0
260524,2022-01-15,0
260525,2022-01-15,0
260526,2022-01-15,0
260527,2022-01-15,0
260528,2022-01-15,0
260529,2022-01-15,0
260530,2022-01-15,0
260533,2022-01-15,0
260534,2022-01-15,0
260536,2022-01-15,0
260539,2022-01-15,0
260540,2022-01-15,0
260543,2022-01-15,0
260544,2022-01-15,0
260545,2022-01-15,0
260546,2022-01-15,0
260551,2022-01-15,0
260552,2022-01-15,0
260553,2022-01-15,0
260554,2022-01-15,0
260555,2022-01-15,0
260556,2022-01-15,0
260557,2022-01-15,0
260558,2022-01-15,0
260559,2022-01-15,0
260560,2022-01-15,0
260561,2022-01-15,0
260562,2022-01-15,0
260564,2022-01-15,0
260570,2022-01-15,0
260571,2022-01-15,0
260573,2022-01-15,0
260574,2022-01-15,0
260576,2022-01-15,0
260577,2022-01-15,0
260580,2022-01-15,0
260581,2022-01-15,0
260586,2022-01-15,0
260587,2022-01-15,0
260588,2022-01-15,0
260592,2022-01-15,0
260597,2022-01-16,0
260599,2022-01-16,0
260601,2022-01-16,0
260603,2022-01-16,0
260605,2022-01-16,0
260609,2022-01-16,0
260610,2022-01-16,0
260611,2022-01-16,0
260612,2022-01-16,0
260613,2022-01-16,0
260614,2022-01-16,0
260617,2022-01-16,0
260618,2022-01-16,0
260620,2022-01-16,0
260621,2022-01-16,0
260623,2022-01-16,0
260624,2022-01-16,0
260625,2022-01-16,0
260626,2022-01-16,0
260629,2022-01-16,0
260630,2022-01-16,0
260632,2022-01-16,0
260636,2022-01-16,0
260637,2022-01-16,0
260639,2022-01-16,0
260642,2022-01-16,0
260643,2022-01-16,0
260644,2022-01-16,0
260645,2022-01-16,0
260647,2022-01-16,0
260650,2022-01-16,0
260651,2022-01-16,0
260652,2022-01-16,0
260653,2022-01-16,0
260654,2022-01-16,0
260655,2022-01-16,0
260656,2022-01-16,0
260658,2022-01-16,0
260659,2022-01-16,0
260660,2022-01-16,0
260662,2022-01-16,0
260667,2022-01-16,0
260670,2022-01-16,0
260672,2022-01-16,0
260675,2022-01-16,0
260677,2022-01-16,0
260679,2022-01-16,0
260681,2022-01-16,0
260683,2022-01-16,0
260685,2022-01-16,0
260686,2022-01-16,0
260689,2022-01-16,0
260690,2022-01-16,0
260691,2022-01-16,0
260692,2022-01-16,0
260693,2022-01-16,0
260695,2022-01-16,0
260696,2022-01-16,0
260703,2022-01-17,0
260705,2022-01-17,0
260710,2022-01-17,0
260711,2022-01-17,0
260712,2022-01-17,0
260717,2022-01-17,0
260719,2022-01-17,0
260720,2022-01-17,0
260721,2022-01-17,0
260725,2022-01-17,0
260726,2022-01-17,0
260727,2022-01-17,0
260735,2022-01-17,0
260736,2022-01-17,0
260739,2022-01-17,0
260744,2022-01-17,0
260748,2022-01-17,0
260751,2022-01-17,0
260753,2022-01-17,0
260757,2022-01-17,0
260758,2022-01-17,0
260759,2022-01-17,0
260763,2022-01-17,0
260764,2022-01-17,0
260770,2022-01-17,0
260772,2022-01-17,0
260778,2022-01-17,0
260779,2022-01-17,0
260780,2022-01-17,0
260782,2022-01-17,0
260783,2022-01-17,0
260791,2022-01-17,0
260794,2022-01-17,0
260797,2022-01-17,0
260804,2022-01-17,0
260808,2022-01-17,0
260811,2022-01-17,0
260814,2022-01-17,0
260816,2022-01-17,0
260817,2022-01-17,0
260818,2022-01-17,0
260819,2022-01-17,0
260821,2022-01-17,0
260822,2022-01-17,0
260827,2022-01-18,0
260828,2022-01-18,0
260830,2022-01-18,0
260836,2022-01-18,0
260838,2022-01-18,0
260839,2022-01-18,0
260843,2022-01-18,0
260847,2022-01-18,0
260848,2022-01-18,0
260849,2022-01-18,0
260854,2022-01-18,0
260858,2022-01-18,0
260860,2022-01-18,0
260863,2022-01-18,0
260864,2022-01-18,0
260867,2022-01-18,0
260872,2022-01-18,0
260873,2022-01-18,0
260874,2022-01-18,0
260875,2022-01-18,0
260877,2022-01-18,0
260879,2022-01-18,0
260880,2022-01-18,0
260881,2022-01-18,0
260882,2022-01-18,0
260884,2022-01-18,0
260889,2022-01-18,0
260893,2022-01-18,0
260894,2022-01-18,0
260904,2022-01-18,0
260905,2022-01-18,0
260908,2022-01-18,0
260918,2022-01-19,0
260923,2022-01-19,0
260924,2022-01-19,0
260925,2022-01-19,0
260927,2022-01-19,0
260931,2022-01-19,0
260933,2022-01-19,0
260934,2022-01-19,0
260936,2022-01-19,0
260937,2022-01-19,0
260941,2022-01-19,0
260942,2022-01-19,0
260945,2022-01-19,0
260946,2022-01-19,0
260947,2022-01-19,0
260948,2022-01-19,0
260949,2022-01-19,0
260953,2022-01-19,0
260957,2022-01-19,0
260962,2022-01-19,0
260965,2022-01-19,0
260969,2022-01-19,0
260975,2022-01-19,0
260978,2022-01-19,0
260979,2022-01-19,0
260985,2022-01-19,0
260986,2022-01-19,0
260989,2022-01-19,0
260992,2022-01-19,0
260993,2022-01-19,0
260995,2022-01-19,0
261002,2022-01-20,0
261006,2022-01-20,0
261009,2022-01-20,0
261010,2022-01-20,0
261012,2022-01-20,0
261014,2022-01-20,0
261015,2022-01-20,0
261016,2022-01-20,0
261017,2022-01-20,0
261021,2022-01-20,0
261024,2022-01-20,0
261025,2022-01-20,0
261027,2022-01-20,0
261028,2022-01-20,0
261029,2022-01-20,0
261033,2022-01-20,0
261036,2022-01-20,0
261038,2022-01-20,0
261040,2022-01-20,0
261043,2022-01-20,0
261047,2022-01-20,0
261048,2022-01-20,0
261051,2022-01-20,0
261060,2022-01-20,0
261062,2022-01-20,0
261063,2022-01-20,0
261064,2022-01-20,0
261066,2022-01-20,0
261068,2022-01-20,0
261069,2022-01-20,0
261077,2022-01-20,0
261079,2022-01-20,0
261080,2022-01-20,0
261081,2022-01-20,0
261082,2022-01-20,0
261084,2022-01-20,0
261090,2022-01-20,0
261091,2022-01-20,0
261092,2022-01-20,0
261093,2022-01-20,0
261095,2022-01-20,0
261105,2022-01-21,0
261106,2022-01-21,0
261107,2022-01-21,0
261108,2022-01-21,0
261109,2022-01-21,0
261111,2022-01-21,0
261112,2022-01-21,0
261113,2022-01-21,0
261114,2022-01-21,0
261116,2022-01-21,0
261118,2022-01-21,0
261122,2022-01-21,0
261124,2022-01-21,0
261126,2022-01-21,0
261127,2022-01-21,0
261131,2022-01-21,0
261140,2022-01-21,0
261143,2022-01-21,0
261144,2022-01-21,0
261146,2022-01-21,0
261147,2022-01-21,0
261148,2022-01-21,0
261153,2022-01-21,0
261155,2022-01-21,0
261160,2022-01-21,0
261162,2022-01-21,0
261163,2022-01-21,0
261164,2022-01-21,0
261166,2022-01-21,0
261167,2022-01-21,0
261169,2022-01-21,0
261172,2022-01-21,0
261174,2022-01-21,0
261181,2022-01-21,0
261185,2022-01-21,0
261187,2022-01-21,0
261190,2022-01-21,0
261192,2022-01-21,0
261193,2022-01-21,0
261194,2022-01-21,0
261197,2022-01-21,0
261198,2022-01-21,0
261202,2022-01-21,0
261203,2022-01-21,0
261205,2022-01-21,0
261206,2022-01-21,0
261207,2022-01-21,0
261208,2022-01-21,0
261209,2022-01-21,0
261213,2022-01-22,0
261214,2022-01-22,0
261217,2022-01-22,0
261220,2022-01-22,0
261221,2022-01-22,0
261222,2022-01-22,0
261225,2022-01-22,0
261229,2022-01-22,0
261231,2022-01-22,0
261232,2022-01-22,0
261234,2022-01-22,0
261237,2022-01-22,0
261238,2022-01-22,0
261245,2022-01-22,0
261246,2022-01-22,0
261247,2022-01-22,0
261250,2022-01-22,0
261252,2022-01-22,0
261255,2022-01-22,0
261257,2022-01-22,0
261266,2022-01-22,0
261270,2022-01-22,0
261271,2022-01-22,0
261272,2022-01-22,0
261273,2022-01-22,0
261274,2022-01-22,0
261276,2022-01-22,0
261282,2022-01-22,0
261283,2022-01-22,0
261284,2022-01-22,0
261285,2022-01-22,0
261289,2022-01-23,0
261290,2022-01-23,0
261292,2022-01-23,0
261294,2022-01-23,0
261297,2022-01-23,0
261301,2022-01-23,0
261302,2022-01-23,0
261303,2022-01-23,0
261304,2022-01-23,0
261306,2022-01-23,0
261309,2022-01-23,0
261310,2022-01-23,0
261313,2022-01-23,0
261315,2022-01-23,0
261316,2022-01-23,0
261317,2022-01-23,0
261321,2022-01-23,0
261324,2022-01-23,0
261329,2022-01-23,0
261330,2022-01-23,0
261332,2022-01-23,0
261338,2022-01-23,0
261340,2022-01-23,0
261341,2022-01-23,0
261344,2022-01-23,0
261345,2022-01-23,0
261347,2022-01-23,0
261351,2022-01-23,0
261353,2022-01-23,0
261357,2022-01-23,0
261358,2022-01-23,0
261362,2022-01-23,0
261363,2022-01-23,0
261365,2022-01-23,0
261366,2022-01-23,0
261368,2022-01-23,0
