student_id,date_engaged,paid,cohort,period
258818,2022-02-23,1,2022-01-03,1
258818,2022-03-03,1,2022-01-03,2
258818,2022-03-04,1,2022-01-03,2
258818,2022-03-07,1,2022-01-03,2
258818,2022-03-08,1,2022-01-03,2
258818,2022-03-09,1,2022-01-03,2
258818,2022-03-11,1,2022-01-03,2
258818,2022-03-12,1,2022-01-03,2
258818,2022-03-13,1,2022-01-03,2
258818,2022-03-15,1,2022-01-03,2
258818,2022-03-16,1,2022-01-03,2
258818,2022-03-17,1,2022-01-03,2
258818,2022-03-18,1,2022-01-03,2
258818,2022-03-20,1,2022-01-03,2
258818,2022-03-21,1,2022-01-03,2
258818,2022-03-22,1,2022-01-03,2
258818,2022-03-23,1,2022-01-03,2
258818,2022-03-24,1,2022-01-03,2
258818,2022-03-29,1,2022-01-03,2
258818,2022-03-30,1,2022-01-03,2
258818,2022-03-31,1,2022-01-03,2
258818,2022-04-01,1,2022-01-03,2
258818,2022-04-06,1,2022-01-03,3
258818,2022-04-07,1,2022-01-03,3
258818,2022-04-28,1,2022-01-03,3
258818,2022-04-29,1,2022-01-03,3
258818,2022-04-30,1,2022-01-03,3
258818,2022-05-10,1,2022-01-03,4
258818,2022-05-11,1,2022-01-03,4
258818,2022-05-12,1,2022-01-03,4
258818,2022-06-01,1,2022-01-03,4
258818,2022-06-03,1,2022-01-03,5
258818,2022-06-04,1,2022-01-03,5
258818,2022-06-12,1,2022-01-03,5
258818,2022-06-19,1,2022-01-03,5
258818,2022-07-26,1,2022-01-03,6
258818,2022-07-27,1,2022-01-03,6
258818,2022-08-17,1,2022-01-03,7
258818,2022-08-19,1,2022-01-03,7
258818,2022-09-14,1,2022-01-03,8
258818,2022-09-15,1,2022-01-03,8
258818,2022-09-16,1,2022-01-03,8
258818,2022-09-19,1,2022-01-03,8
258819,2022-01-01,0,2022-01-01,0
258822,2022-01-01,0,2022-01-01,0
258822,2022-01-09,1,2022-01-09,0
258822,2022-01-10,1,2022-01-09,0
258822,2022-01-12,1,2022-01-09,0
258822,2022-01-13,1,2022-01-09,0
258822,2022-01-14,1,2022-01-09,0
258822,2022-01-15,1,2022-01-09,0
258822,2022-01-16,1,2022-01-09,0
258822,2022-01-18,1,2022-01-09,0
258822,2022-01-19,1,2022-01-09,0
258822,2022-01-20,1,2022-01-09,0
258822,2022-01-24,1,2022-01-09,0
258822,2022-01-26,1,2022-01-09,0
258822,2022-01-29,1,2022-01-09,0
258822,2022-01-31,1,2022-01-09,0
258824,2022-01-01,0,2022-01-01,0
258826,2022-01-01,0,2022-01-01,0
258827,2022-01-01,0,2022-01-01,0
258828,2022-01-01,0,2022-01-01,0
258829,2022-01-02,0,2022-01-02,0
258830,2022-01-01,0,2022-01-01,0
258831,2022-01-01,0,2022-01-01,0
258832,2022-01-01,0,2022-01-01,0
258832,2022-01-05,0,2022-01-01,0
258832,2022-01-06,0,2022-01-01,0
258832,2022-01-09,0,2022-01-01,0
258832,2022-02-28,0,2022-01-01,1
258832,2022-03-01,0,2022-01-01,2
258832,2022-03-06,1,2022-03-06,0
258832,2022-03-11,1,2022-03-06,0
258832,2022-03-13,1,2022-03-06,0
258832,2022-03-18,1,2022-03-06,0
258832,2022-03-21,1,2022-03-06,0
258832,2022-03-22,1,2022-03-06,0
258833,2022-01-01,0,2022-01-01,0
258834,2022-01-01,0,2022-01-01,0
258837,2022-01-02,0,2022-01-02,0
258837,2022-01-08,0,2022-01-02,0
258837,2022-01-29,0,2022-01-02,0
258840,2022-01-01,0,2022-01-01,0
258840,2022-01-04,0,2022-01-01,0
258841,2022-01-01,0,2022-01-01,0
258841,2022-01-02,0,2022-01-01,0
258845,2022-01-01,0,2022-01-01,0
258845,2022-01-08,0,2022-01-01,0
258845,2022-01-09,0,2022-01-01,0
258845,2022-01-10,0,2022-01-01,0
258845,2022-01-13,0,2022-01-01,0
258845,2022-01-14,0,2022-01-01,0
258845,2022-01-17,0,2022-01-01,0
258845,2022-01-18,0,2022-01-01,0
258845,2022-01-21,0,2022-01-01,0
258845,2022-01-26,0,2022-01-01,0
258845,2022-01-28,0,2022-01-01,0
258845,2022-02-01,0,2022-01-01,1
258845,2022-02-04,0,2022-01-01,1
258845,2022-02-12,0,2022-01-01,1
258845,2022-02-15,0,2022-01-01,1
258845,2022-03-02,0,2022-01-01,2
258845,2022-04-23,0,2022-01-01,3
258845,2022-08-06,0,2022-01-01,7
258845,2022-08-14,0,2022-01-01,7
258845,2022-08-15,0,2022-01-01,7
258845,2022-08-16,0,2022-01-01,7
258845,2022-08-17,0,2022-01-01,7
258845,2022-08-18,0,2022-01-01,7
258846,2022-01-01,0,2022-01-01,0
258848,2022-01-01,0,2022-01-01,0
258849,2022-01-01,0,2022-01-01,0
258851,2022-01-01,0,2022-01-01,0
258852,2022-01-01,0,2022-01-01,0
258855,2022-01-01,0,2022-01-01,0
258857,2022-01-01,0,2022-01-01,0
258860,2022-01-01,0,2022-01-01,0
258861,2022-01-01,0,2022-01-01,0
258861,2022-01-04,0,2022-01-01,0
258862,2022-01-01,1,2022-01-01,0
258862,2022-01-02,1,2022-01-01,0
258862,2022-01-03,1,2022-01-01,0
258862,2022-01-07,1,2022-01-01,0
258862,2022-01-13,1,2022-01-01,0
258862,2022-01-15,1,2022-01-01,0
258862,2022-01-18,1,2022-01-01,0
258862,2022-01-19,1,2022-01-01,0
258862,2022-01-20,1,2022-01-01,0
258862,2022-08-08,1,2022-01-01,7
258862,2022-08-23,1,2022-01-01,7
258862,2022-08-24,1,2022-01-01,7
258862,2022-08-25,1,2022-01-01,7
258862,2022-08-26,1,2022-01-01,7
258862,2022-08-27,1,2022-01-01,7
258862,2022-08-28,1,2022-01-01,7
258862,2022-08-30,1,2022-01-01,7
258862,2022-09-06,1,2022-01-01,8
258862,2022-09-07,1,2022-01-01,8
258862,2022-09-08,1,2022-01-01,8
258862,2022-09-09,1,2022-01-01,8
258863,2022-01-01,0,2022-01-01,0
258863,2022-01-02,0,2022-01-01,0
258863,2022-01-03,0,2022-01-01,0
258863,2022-01-04,0,2022-01-01,0
258863,2022-01-05,0,2022-01-01,0
258863,2022-01-18,0,2022-01-01,0
258865,2022-01-01,1,2022-01-01,0
258865,2022-01-02,1,2022-01-01,0
258865,2022-01-03,1,2022-01-01,0
258865,2022-01-05,1,2022-01-01,0
258865,2022-01-06,1,2022-01-01,0
258865,2022-01-11,1,2022-01-01,0
258865,2022-01-12,1,2022-01-01,0
258865,2022-01-15,1,2022-01-01,0
258865,2022-01-20,1,2022-01-01,0
258865,2022-01-22,1,2022-01-01,0
258865,2022-02-01,1,2022-01-01,1
258865,2022-02-07,1,2022-01-01,1
258865,2022-03-25,1,2022-01-01,2
258865,2022-09-22,1,2022-01-01,8
258869,2022-01-01,0,2022-01-01,0
258870,2022-01-01,0,2022-01-01,0
258870,2022-01-05,0,2022-01-01,0
258870,2022-01-28,0,2022-01-01,0
258871,2022-01-01,0,2022-01-01,0
258872,2022-01-03,0,2022-01-03,0
258876,2022-01-01,0,2022-01-01,0
258876,2022-01-02,0,2022-01-01,0
258876,2022-01-03,0,2022-01-01,0
258876,2022-01-12,0,2022-01-01,0
258876,2022-01-13,0,2022-01-01,0
258878,2022-01-02,1,2022-01-02,0
258878,2022-01-08,1,2022-01-02,0
258879,2022-01-29,0,2022-01-29,0
258880,2022-01-04,0,2022-01-04,0
258880,2022-01-07,0,2022-01-04,0
258880,2022-01-08,0,2022-01-04,0
258881,2022-01-01,0,2022-01-01,0
258882,2022-01-01,0,2022-01-01,0
258883,2022-01-04,1,2022-01-04,0
258883,2022-01-05,1,2022-01-04,0
258883,2022-03-18,1,2022-01-04,2
258884,2022-01-01,0,2022-01-01,0
258885,2022-01-01,0,2022-01-01,0
258885,2022-01-04,0,2022-01-01,0
258887,2022-01-03,0,2022-01-03,0
258888,2022-01-01,0,2022-01-01,0
258890,2022-01-01,0,2022-01-01,0
258892,2022-01-01,0,2022-01-01,0
258892,2022-01-31,0,2022-01-01,0
258892,2022-04-10,0,2022-01-01,3
258893,2022-01-02,0,2022-01-02,0
258894,2022-01-01,0,2022-01-01,0
258895,2022-01-01,0,2022-01-01,0
258897,2022-04-29,0,2022-04-29,0
258902,2022-01-01,0,2022-01-01,0
258902,2022-01-02,0,2022-01-01,0
258903,2022-01-01,0,2022-01-01,0
258904,2022-01-01,0,2022-01-01,0
258904,2022-01-02,0,2022-01-01,0
258904,2022-01-03,0,2022-01-01,0
258904,2022-01-09,0,2022-01-01,0
258904,2022-01-10,0,2022-01-01,0
258904,2022-01-12,0,2022-01-01,0
258905,2022-01-03,0,2022-01-03,0
258906,2022-01-02,0,2022-01-02,0
258906,2022-01-07,0,2022-01-02,0
258906,2022-01-08,0,2022-01-02,0
258906,2022-01-15,0,2022-01-02,0
258906,2022-01-16,0,2022-01-02,0
258906,2022-01-22,0,2022-01-02,0
258906,2022-01-29,0,2022-01-02,0
258906,2022-02-13,0,2022-01-02,1
258906,2022-03-10,0,2022-01-02,2
258907,2022-04-25,0,2022-04-25,0
258908,2022-01-01,1,2022-01-01,0
258908,2022-01-02,1,2022-01-01,0
258908,2022-01-03,1,2022-01-01,0
258908,2022-01-11,1,2022-01-01,0
258908,2022-01-12,1,2022-01-01,0
258908,2022-01-14,1,2022-01-01,0
258908,2022-01-17,1,2022-01-01,0
258908,2022-01-18,1,2022-01-01,0
258908,2022-01-20,1,2022-01-01,0
258908,2022-01-25,1,2022-01-01,0
258910,2022-01-02,0,2022-01-02,0
258912,2022-01-07,0,2022-01-07,0
258912,2022-01-08,0,2022-01-07,0
258912,2022-01-09,0,2022-01-07,0
258913,2022-01-02,1,2022-01-02,0
258913,2022-01-03,1,2022-01-02,0
258913,2022-01-04,1,2022-01-02,0
258913,2022-01-05,1,2022-01-02,0
258913,2022-01-27,1,2022-01-02,0
258913,2022-02-11,1,2022-01-02,1
258913,2022-02-12,1,2022-01-02,1
258913,2022-02-26,1,2022-01-02,1
258913,2022-02-28,1,2022-01-02,1
258913,2022-03-08,1,2022-01-02,2
258913,2022-03-09,1,2022-01-02,2
258913,2022-03-10,1,2022-01-02,2
258913,2022-03-11,1,2022-01-02,2
258913,2022-03-13,1,2022-01-02,2
258913,2022-03-17,1,2022-01-02,2
258913,2022-03-18,1,2022-01-02,2
258913,2022-04-09,1,2022-01-02,3
258913,2022-04-10,1,2022-01-02,3
258913,2022-04-11,1,2022-01-02,3
258913,2022-04-19,1,2022-01-02,3
258913,2022-04-20,1,2022-01-02,3
258913,2022-04-21,1,2022-01-02,3
258913,2022-04-27,1,2022-01-02,3
258913,2022-05-17,1,2022-01-02,4
258913,2022-05-18,1,2022-01-02,4
258913,2022-05-19,1,2022-01-02,4
258913,2022-06-28,1,2022-01-02,5
258913,2022-07-05,1,2022-01-02,6
258913,2022-07-06,1,2022-01-02,6
258913,2022-07-07,1,2022-01-02,6
258913,2022-07-08,1,2022-01-02,6
258913,2022-07-09,1,2022-01-02,6
258913,2022-07-10,1,2022-01-02,6
258913,2022-07-11,1,2022-01-02,6
258913,2022-07-12,1,2022-01-02,6
258913,2022-07-13,1,2022-01-02,6
258913,2022-07-14,1,2022-01-02,6
258913,2022-07-15,1,2022-01-02,6
258913,2022-07-16,1,2022-01-02,6
258913,2022-07-20,1,2022-01-02,6
258913,2022-07-21,1,2022-01-02,6
258914,2022-01-02,0,2022-01-02,0
258915,2022-01-06,0,2022-01-06,0
258915,2022-06-23,0,2022-01-06,5
258915,2022-07-27,0,2022-01-06,6
258916,2022-04-13,1,2022-04-13,0
258916,2022-04-14,1,2022-04-13,0
258916,2022-08-29,1,2022-04-13,4
258916,2022-08-30,1,2022-04-13,4
258916,2022-09-06,1,2022-04-13,4
258916,2022-09-13,1,2022-04-13,5
258916,2022-09-16,1,2022-04-13,5
258916,2022-09-17,1,2022-04-13,5
258916,2022-10-20,1,2022-04-13,6
258916,2022-10-25,1,2022-04-13,6
258916,2022-10-26,1,2022-04-13,6
258916,2022-10-27,1,2022-04-13,6
258917,2022-01-02,0,2022-01-02,0
258920,2022-01-02,0,2022-01-02,0
258922,2022-01-02,0,2022-01-02,0
258922,2022-01-03,0,2022-01-02,0
258922,2022-01-04,1,2022-01-04,0
258922,2022-01-05,1,2022-01-04,0
258922,2022-01-09,1,2022-01-04,0
258922,2022-01-10,1,2022-01-04,0
258922,2022-01-20,1,2022-01-04,0
258922,2022-02-07,1,2022-01-04,1
258922,2022-02-16,1,2022-01-04,1
258922,2022-06-27,1,2022-01-04,5
258922,2022-07-03,1,2022-01-04,5
258922,2022-07-06,1,2022-01-04,6
258922,2022-07-19,1,2022-01-04,6
258922,2022-07-26,1,2022-01-04,6
258922,2022-09-15,1,2022-01-04,8
258924,2022-01-04,0,2022-01-04,0
258924,2022-01-17,0,2022-01-04,0
258924,2022-01-19,0,2022-01-04,0
258924,2022-01-22,0,2022-01-04,0
258924,2022-02-02,0,2022-01-04,0
258924,2022-02-03,0,2022-01-04,0
258924,2022-02-05,0,2022-01-04,1
258924,2022-02-06,0,2022-01-04,1
258924,2022-03-09,0,2022-01-04,2
258925,2022-01-02,0,2022-01-02,0
258927,2022-01-02,0,2022-01-02,0
258927,2022-08-02,0,2022-01-02,7
258929,2022-03-01,0,2022-03-01,0
258929,2022-03-02,0,2022-03-01,0
258930,2022-02-18,0,2022-02-18,0
258930,2022-02-19,1,2022-02-19,0
258930,2022-02-20,1,2022-02-19,0
258930,2022-02-21,1,2022-02-19,0
258930,2022-02-22,1,2022-02-19,0
258930,2022-02-23,1,2022-02-19,0
258930,2022-03-04,1,2022-02-19,0
258930,2022-03-13,1,2022-02-19,0
258930,2022-07-19,1,2022-02-19,5
258930,2022-07-24,1,2022-02-19,5
258930,2022-08-01,1,2022-02-19,5
258930,2022-08-02,1,2022-02-19,5
258930,2022-08-28,1,2022-02-19,6
258933,2022-01-03,0,2022-01-03,0
258933,2022-01-17,0,2022-01-03,0
258936,2022-01-02,0,2022-01-02,0
258936,2022-01-12,0,2022-01-02,0
258939,2022-01-02,0,2022-01-02,0
258940,2022-01-02,0,2022-01-02,0
258940,2022-06-26,0,2022-01-02,5
258947,2022-01-02,0,2022-01-02,0
258951,2022-01-02,0,2022-01-02,0
258951,2022-01-04,0,2022-01-02,0
258951,2022-01-26,0,2022-01-02,0
258951,2022-01-27,0,2022-01-02,0
258951,2022-03-21,0,2022-01-02,2
258951,2022-03-26,0,2022-01-02,2
258951,2022-03-28,0,2022-01-02,2
258954,2022-01-02,0,2022-01-02,0
258955,2022-01-02,0,2022-01-02,0
258955,2022-01-03,1,2022-01-03,0
258955,2022-01-04,1,2022-01-03,0
258955,2022-01-05,1,2022-01-03,0
258955,2022-01-06,1,2022-01-03,0
258955,2022-01-07,1,2022-01-03,0
258955,2022-01-12,1,2022-01-03,0
258955,2022-01-13,1,2022-01-03,0
258955,2022-01-14,1,2022-01-03,0
258955,2022-01-18,1,2022-01-03,0
258955,2022-01-19,1,2022-01-03,0
258955,2022-06-07,1,2022-01-03,5
258955,2022-06-08,1,2022-01-03,5
258956,2022-03-31,1,2022-03-31,0
258956,2022-04-15,1,2022-03-31,0
258956,2022-04-18,1,2022-03-31,0
258956,2022-04-23,1,2022-03-31,0
258956,2022-05-01,1,2022-03-31,1
258956,2022-05-02,1,2022-03-31,1
258956,2022-05-03,1,2022-03-31,1
258956,2022-05-05,1,2022-03-31,1
258956,2022-05-09,1,2022-03-31,1
258956,2022-07-06,1,2022-03-31,3
258956,2022-07-11,1,2022-03-31,3
258956,2022-07-12,1,2022-03-31,3
258956,2022-07-13,1,2022-03-31,3
258956,2022-07-14,1,2022-03-31,3
258956,2022-07-15,1,2022-03-31,3
258956,2022-07-18,1,2022-03-31,3
258956,2022-08-02,0,2022-08-02,0
258957,2022-01-06,0,2022-01-06,0
258959,2022-01-02,0,2022-01-02,0
258960,2022-01-02,0,2022-01-02,0
258962,2022-01-02,0,2022-01-02,0
258965,2022-01-02,0,2022-01-02,0
258967,2022-01-02,0,2022-01-02,0
258969,2022-01-02,0,2022-01-02,0
258970,2022-01-03,0,2022-01-03,0
258971,2022-01-02,0,2022-01-02,0
258971,2022-01-03,0,2022-01-02,0
258971,2022-01-05,0,2022-01-02,0
258971,2022-01-09,1,2022-01-09,0
258971,2022-01-10,1,2022-01-09,0
258971,2022-01-11,1,2022-01-09,0
258971,2022-01-12,1,2022-01-09,0
258971,2022-01-14,1,2022-01-09,0
258971,2022-01-15,1,2022-01-09,0
258971,2022-01-16,1,2022-01-09,0
258971,2022-01-18,1,2022-01-09,0
258971,2022-01-23,1,2022-01-09,0
258971,2022-01-27,1,2022-01-09,0
258971,2022-02-04,1,2022-01-09,0
258971,2022-02-05,1,2022-01-09,0
258971,2022-02-06,1,2022-01-09,0
258971,2022-02-12,0,2022-01-02,1
258971,2022-02-20,0,2022-01-02,1
258971,2022-02-21,0,2022-01-02,1
258971,2022-06-16,0,2022-01-02,5
258973,2022-01-02,0,2022-01-02,0
258974,2022-01-02,0,2022-01-02,0
258979,2022-01-02,0,2022-01-02,0
258979,2022-01-03,0,2022-01-02,0
258980,2022-01-02,0,2022-01-02,0
258980,2022-01-09,1,2022-01-09,0
258980,2022-01-10,1,2022-01-09,0
258980,2022-01-12,1,2022-01-09,0
258980,2022-01-13,1,2022-01-09,0
258980,2022-02-07,1,2022-01-09,0
258980,2022-02-08,1,2022-01-09,0
258980,2022-02-09,1,2022-01-09,1
258980,2022-02-24,1,2022-01-09,1
258980,2022-09-21,1,2022-01-09,8
258980,2022-09-22,1,2022-01-09,8
258982,2022-01-02,0,2022-01-02,0
258984,2022-01-02,1,2022-01-02,0
258984,2022-01-03,1,2022-01-02,0
258984,2022-01-04,1,2022-01-02,0
258984,2022-01-06,1,2022-01-02,0
258984,2022-01-07,1,2022-01-02,0
258984,2022-01-08,1,2022-01-02,0
258984,2022-01-10,1,2022-01-02,0
258984,2022-01-11,1,2022-01-02,0
258984,2022-03-30,1,2022-01-02,2
258984,2022-03-31,1,2022-01-02,2
258984,2022-04-07,1,2022-01-02,3
258984,2022-04-09,1,2022-01-02,3
258984,2022-04-11,1,2022-01-02,3
258984,2022-05-29,1,2022-01-02,4
258984,2022-05-31,1,2022-01-02,4
258984,2022-06-01,1,2022-01-02,4
258984,2022-06-24,1,2022-01-02,5
258984,2022-06-27,1,2022-01-02,5
258984,2022-07-04,1,2022-01-02,6
258987,2022-01-05,0,2022-01-05,0
258989,2022-01-02,0,2022-01-02,0
258991,2022-01-02,0,2022-01-02,0
258993,2022-01-02,0,2022-01-02,0
258994,2022-01-02,0,2022-01-02,0
258994,2022-01-03,0,2022-01-02,0
258994,2022-01-10,0,2022-01-02,0
258996,2022-01-04,0,2022-01-04,0
258996,2022-01-06,0,2022-01-04,0
258996,2022-01-16,0,2022-01-04,0
258997,2022-01-02,0,2022-01-02,0
258997,2022-10-28,0,2022-01-02,9
258998,2022-01-02,0,2022-01-02,0
258999,2022-01-02,0,2022-01-02,0
259000,2022-01-02,0,2022-01-02,0
259000,2022-01-03,0,2022-01-02,0
259000,2022-01-11,0,2022-01-02,0
259001,2022-01-02,0,2022-01-02,0
259001,2022-01-03,0,2022-01-02,0
259002,2022-01-02,0,2022-01-02,0
259002,2022-01-03,0,2022-01-02,0
259002,2022-01-06,0,2022-01-02,0
259005,2022-01-02,0,2022-01-02,0
259005,2022-02-19,0,2022-01-02,1
259005,2022-02-21,0,2022-01-02,1
259005,2022-07-11,0,2022-01-02,6
259008,2022-01-02,0,2022-01-02,0
259011,2022-01-02,1,2022-01-02,0
259011,2022-01-04,1,2022-01-02,0
259011,2022-01-05,1,2022-01-02,0
259011,2022-01-13,1,2022-01-02,0
259011,2022-01-14,1,2022-01-02,0
259011,2022-01-15,1,2022-01-02,0
259011,2022-01-16,1,2022-01-02,0
259011,2022-01-17,1,2022-01-02,0
259011,2022-01-18,1,2022-01-02,0
259011,2022-01-19,1,2022-01-02,0
259011,2022-01-20,1,2022-01-02,0
259011,2022-01-22,1,2022-01-02,0
259011,2022-01-23,1,2022-01-02,0
259011,2022-01-27,1,2022-01-02,0
259011,2022-01-28,1,2022-01-02,0
259011,2022-02-03,1,2022-01-02,1
259011,2022-02-04,1,2022-01-02,1
259011,2022-02-05,1,2022-01-02,1
259011,2022-02-06,1,2022-01-02,1
259011,2022-02-08,0,2022-02-08,0
259011,2022-02-21,0,2022-02-08,0
259011,2022-02-23,0,2022-02-08,0
259011,2022-02-26,0,2022-02-08,0
259011,2022-03-01,0,2022-02-08,0
259011,2022-03-02,0,2022-02-08,0
259011,2022-03-03,0,2022-02-08,0
259011,2022-03-09,0,2022-02-08,1
259011,2022-03-11,0,2022-02-08,1
259011,2022-03-12,0,2022-02-08,1
259011,2022-03-13,0,2022-02-08,1
259011,2022-03-14,0,2022-02-08,1
259011,2022-03-15,0,2022-02-08,1
259011,2022-03-16,0,2022-02-08,1
259011,2022-03-17,0,2022-02-08,1
259011,2022-03-18,0,2022-02-08,1
259011,2022-03-19,0,2022-02-08,1
259011,2022-03-27,0,2022-02-08,1
259011,2022-03-31,0,2022-02-08,1
259011,2022-04-03,0,2022-02-08,1
259011,2022-04-06,0,2022-02-08,1
259011,2022-04-07,0,2022-02-08,1
259011,2022-04-09,0,2022-02-08,2
259011,2022-04-15,0,2022-02-08,2
259011,2022-04-16,0,2022-02-08,2
259011,2022-04-17,0,2022-02-08,2
259011,2022-04-18,0,2022-02-08,2
259011,2022-04-19,0,2022-02-08,2
259011,2022-04-20,0,2022-02-08,2
259011,2022-04-21,0,2022-02-08,2
259011,2022-04-22,0,2022-02-08,2
259011,2022-05-11,0,2022-02-08,3
259012,2022-01-03,0,2022-01-03,0
259012,2022-01-04,0,2022-01-03,0
259012,2022-01-05,0,2022-01-03,0
259014,2022-01-02,0,2022-01-02,0
259015,2022-01-02,0,2022-01-02,0
259015,2022-01-04,0,2022-01-02,0
259015,2022-01-09,0,2022-01-02,0
259015,2022-01-10,0,2022-01-02,0
259015,2022-01-12,0,2022-01-02,0
259015,2022-01-19,0,2022-01-02,0
259017,2022-01-02,0,2022-01-02,0
259018,2022-01-04,0,2022-01-04,0
259020,2022-01-02,0,2022-01-02,0
259022,2022-01-02,0,2022-01-02,0
259024,2022-01-02,0,2022-01-02,0
259024,2022-01-03,0,2022-01-02,0
259025,2022-01-02,0,2022-01-02,0
259026,2022-01-02,0,2022-01-02,0
259026,2022-01-03,0,2022-01-02,0
259026,2022-01-04,1,2022-01-04,0
259026,2022-01-05,1,2022-01-04,0
259026,2022-01-06,1,2022-01-04,0
259026,2022-01-10,1,2022-01-04,0
259026,2022-01-17,1,2022-01-04,0
259026,2022-01-18,1,2022-01-04,0
259026,2022-01-24,1,2022-01-04,0
259026,2022-03-08,1,2022-01-04,2
259026,2022-03-09,1,2022-01-04,2
259026,2022-03-11,1,2022-01-04,2
259026,2022-03-13,1,2022-01-04,2
259026,2022-03-14,1,2022-01-04,2
259026,2022-03-18,1,2022-01-04,2
259026,2022-03-29,1,2022-01-04,2
259026,2022-04-04,1,2022-01-04,3
259026,2022-04-10,1,2022-01-04,3
259026,2022-04-11,1,2022-01-04,3
259026,2022-04-12,1,2022-01-04,3
259026,2022-04-13,1,2022-01-04,3
259026,2022-04-15,1,2022-01-04,3
259026,2022-04-16,1,2022-01-04,3
259026,2022-04-17,1,2022-01-04,3
259026,2022-04-18,1,2022-01-04,3
259026,2022-04-23,1,2022-01-04,3
259026,2022-04-25,1,2022-01-04,3
259026,2022-04-30,1,2022-01-04,3
259026,2022-05-02,1,2022-01-04,3
