certificate_id,student_id,certificate_type,date_issued,paid
69949,261171,1,2022-02-12,1
69953,263300,1,2022-02-12,1
69954,262792,1,2022-02-12,1
69957,259684,1,2022-02-12,1
69959,260593,1,2022-02-13,1
69964,261802,1,2022-02-13,1
69971,259860,1,2022-02-13,1
69974,261391,1,2022-02-13,1
69978,263368,1,2022-02-14,1
69979,261359,1,2022-02-14,1
69980,261802,1,2022-02-14,1
69983,260649,1,2022-02-14,1
69985,261171,1,2022-02-14,1
69987,261685,1,2022-02-14,1
69988,261685,1,2022-02-14,1
69991,260465,1,2022-02-14,1
69996,261777,1,2022-02-14,1
69998,263076,1,2022-02-14,1
70001,261682,1,2022-02-14,1
70008,261171,1,2022-02-15,1
70009,261519,1,2022-02-15,1
70010,261802,1,2022-02-15,1
70011,260774,1,2022-02-15,1
70013,260345,1,2022-02-15,1
70019,261905,1,2022-02-15,1
70020,260486,1,2022-02-15,1
70032,263531,1,2022-02-16,1
70042,260173,1,2022-02-16,1
70043,262792,1,2022-02-17,1
70045,260345,1,2022-02-17,1
70048,263480,1,2022-02-17,1
70049,263480,1,2022-02-17,1
70054,263690,1,2022-02-17,1
70057,263759,1,2022-02-17,1
70059,260345,1,2022-02-17,1
70060,260998,1,2022-02-17,1
70067,261802,1,2022-02-18,1
70071,262819,1,2022-02-18,1
70074,260916,1,2022-02-18,1
70075,260664,1,2022-02-18,1
70081,261550,1,2022-02-18,1
70083,264076,1,2022-02-18,1
70084,263293,1,2022-02-18,1
70088,263112,1,2022-02-19,1
70089,261212,1,2022-02-19,1
70092,263363,1,2022-02-19,1
70095,261171,1,2022-02-19,1
70099,261212,1,2022-02-19,1
70105,260345,1,2022-02-19,1
70110,260998,1,2022-02-20,1
70111,260998,1,2022-02-20,1
70118,261171,1,2022-02-20,1
70121,261446,1,2022-02-20,1
70124,263120,1,2022-02-20,1
70125,264253,1,2022-02-20,1
70126,263888,1,2022-02-20,0
70127,263786,1,2022-02-20,1
70132,263480,1,2022-02-21,1
70135,263120,1,2022-02-21,1
70140,263531,1,2022-02-21,1
70142,261452,1,2022-02-21,1
70147,263786,1,2022-02-21,1
70150,259684,1,2022-02-21,1
70155,264076,1,2022-02-22,1
70158,264476,1,2022-02-22,1
70160,263120,1,2022-02-22,1
70164,264513,1,2022-02-22,1
70179,262641,1,2022-02-22,1
70182,260968,1,2022-02-23,1
70184,263545,1,2022-02-23,1
70188,262412,1,2022-02-23,1
70190,261802,1,2022-02-23,1
70196,261802,1,2022-02-23,1
70198,263786,1,2022-02-23,1
70202,263293,1,2022-02-23,1
70207,264076,1,2022-02-24,1
70208,261785,1,2022-02-24,1
70212,258980,1,2022-02-24,1
70213,262643,1,2022-02-24,1
70222,263786,1,2022-02-24,1
70224,261979,1,2022-02-24,1
70227,263690,1,2022-02-25,1
70228,262412,1,2022-02-25,1
70230,260850,1,2022-02-25,1
70231,264694,1,2022-02-25,1
70232,264290,1,2022-02-25,1
70233,264916,1,2022-02-25,1
70234,263786,1,2022-02-25,1
70235,260465,1,2022-02-25,1
70239,262792,1,2022-02-26,1
70242,263786,1,2022-02-26,1
70249,264694,1,2022-02-26,1
70250,263497,1,2022-02-26,1
70254,265130,1,2022-02-26,1
70255,261685,1,2022-02-27,1
70258,261019,1,2022-02-27,1
70260,264694,1,2022-02-27,1
70261,261785,1,2022-02-27,1
70264,264572,1,2022-02-27,1
70266,264699,1,2022-02-27,1
70271,264694,1,2022-02-27,1
70274,264694,1,2022-02-27,1
74223,261184,1,2022-02-28,1
74227,264118,1,2022-02-28,1
74228,264694,1,2022-02-28,1
74231,264694,1,2022-02-28,1
74232,263120,1,2022-02-28,1
74234,264826,1,2022-02-28,1
74236,261682,1,2022-02-28,1
74237,264694,1,2022-02-28,1
74240,262792,1,2022-03-01,1
74241,264916,1,2022-03-01,1
74242,264696,1,2022-03-01,1
74243,264694,1,2022-03-01,1
74244,262412,1,2022-03-01,1
74246,263480,1,2022-03-01,1
74247,261802,1,2022-03-01,1
74252,262643,1,2022-03-01,1
74258,264916,1,2022-03-01,1
74265,260593,1,2022-03-02,1
74272,265618,1,2022-03-02,1
74273,265618,1,2022-03-02,1
74276,261171,1,2022-03-02,1
74279,265618,1,2022-03-02,1
74280,265618,1,2022-03-02,1
74281,265618,1,2022-03-02,1
74282,264146,1,2022-03-02,1
74283,265618,1,2022-03-02,1
74284,265618,1,2022-03-02,1
74285,265618,1,2022-03-02,1
74286,261785,1,2022-03-02,1
74287,265618,1,2022-03-02,1
74288,261682,1,2022-03-02,1
74289,265618,2,2022-03-02,1
74296,263293,1,2022-03-03,1
74297,263000,1,2022-03-03,1
74299,264076,1,2022-03-03,1
74301,265462,1,2022-03-03,1
74302,261777,1,2022-03-03,1
74303,265578,1,2022-03-03,1
74311,264081,1,2022-03-03,1
74316,264916,1,2022-03-03,1
74317,264916,1,2022-03-03,1
74318,261777,1,2022-03-03,1
74319,263231,1,2022-03-03,1
74321,264694,1,2022-03-04,1
74323,261777,1,2022-03-04,1
74324,260572,1,2022-03-04,1
74325,264076,1,2022-03-04,1
74331,264514,1,2022-03-04,1
74337,261802,1,2022-03-04,1
74338,262599,1,2022-03-04,1
74341,260998,1,2022-03-04,1
74342,260345,1,2022-03-05,1
74346,262641,1,2022-03-05,1
74349,262643,1,2022-03-05,1
74350,265093,1,2022-03-05,1
74355,265928,1,2022-03-05,1
74357,263639,1,2022-03-05,1
74359,263639,1,2022-03-05,1
74361,263639,1,2022-03-05,1
74363,261263,1,2022-03-06,1
74368,264694,1,2022-03-06,1
74371,263480,1,2022-03-06,1
74375,261819,1,2022-03-06,1
74380,265878,1,2022-03-06,1
74381,263076,1,2022-03-06,1
74383,260998,1,2022-03-06,1
74386,265686,1,2022-03-06,1
74387,264826,1,2022-03-07,1
74389,263480,1,2022-03-07,1
74390,265970,1,2022-03-07,1
74391,265967,1,2022-03-07,1
74396,263480,1,2022-03-07,1
74402,261819,1,2022-03-07,1
74404,261349,1,2022-03-07,1
74410,260861,1,2022-03-07,1
74411,263639,1,2022-03-07,1
74412,262641,1,2022-03-07,1
74413,261173,1,2022-03-07,1
74420,265928,1,2022-03-08,1
74421,260345,1,2022-03-08,1
74422,265578,1,2022-03-08,1
74424,262817,1,2022-03-08,1
74428,261802,1,2022-03-08,1
74433,261263,1,2022-03-08,1
74436,261417,1,2022-03-08,1
74438,263639,1,2022-03-08,1
74440,266259,1,2022-03-08,0
74445,264761,1,2022-03-08,1
74447,264361,1,2022-03-08,1
74448,263639,1,2022-03-08,1
74449,261905,1,2022-03-09,1
74450,260173,1,2022-03-09,1
74452,264076,1,2022-03-09,1
74453,262641,1,2022-03-09,1
74454,265966,1,2022-03-09,1
74457,261785,1,2022-03-09,1
74460,259429,1,2022-03-09,1
74461,264253,1,2022-03-09,1
74463,265302,1,2022-03-09,1
74465,261756,1,2022-03-09,1
74467,263786,1,2022-03-09,1
74469,263690,1,2022-03-09,1
74476,259767,1,2022-03-10,1
74478,265966,1,2022-03-10,1
74479,265966,1,2022-03-10,1
74482,262580,1,2022-03-10,1
74488,261802,1,2022-03-10,1
74490,264049,1,2022-03-10,1
74503,265813,1,2022-03-11,1
74508,266549,1,2022-03-11,1
74518,260813,1,2022-03-11,1
74521,264400,1,2022-03-11,1
74523,264916,1,2022-03-11,1
74527,264146,1,2022-03-12,1
74529,266614,1,2022-03-12,1
74530,264572,1,2022-03-12,1
74531,262641,1,2022-03-12,1
74533,266693,1,2022-03-12,1
74536,264826,1,2022-03-12,1
74539,263639,1,2022-03-12,1
74540,264916,1,2022-03-12,1
74541,265110,1,2022-03-12,1
74542,266489,1,2022-03-12,1
74543,262596,1,2022-03-13,1
74546,259258,1,2022-03-13,1
74547,266766,1,2022-03-13,1
74548,266529,1,2022-03-13,1
74550,259494,1,2022-03-13,1
74553,260024,1,2022-03-13,1
74554,263639,1,2022-03-13,1
74555,261801,1,2022-03-13,1
74557,260998,1,2022-03-13,1
74558,260998,1,2022-03-13,1
74560,267010,1,2022-03-13,1
74561,263639,1,2022-03-13,1
74564,263859,1,2022-03-14,1
74565,265878,1,2022-03-14,1
74568,263531,1,2022-03-14,1
74570,263480,1,2022-03-14,1
74572,263531,1,2022-03-14,1
74577,264761,1,2022-03-14,1
74581,264761,1,2022-03-14,1
74582,263786,1,2022-03-14,1
74583,264361,1,2022-03-14,1
74584,264826,1,2022-03-14,1
74589,261819,1,2022-03-15,1
74591,260649,1,2022-03-15,1
74597,266001,1,2022-03-15,1
74598,261785,1,2022-03-15,1
74599,266766,1,2022-03-15,1
74602,265653,1,2022-03-15,1
74603,263759,1,2022-03-15,1
74604,264076,1,2022-03-15,1
74606,263690,1,2022-03-15,1
74613,263690,1,2022-03-16,1
74615,266316,1,2022-03-16,1
74616,264076,1,2022-03-16,1
74620,266316,1,2022-03-16,1
74623,263529,1,2022-03-16,1
74624,266316,1,2022-03-16,1
74627,263859,1,2022-03-16,1
74630,262585,1,2022-03-16,1
74631,264076,1,2022-03-16,1
74633,261785,1,2022-03-16,1
74636,264076,1,2022-03-16,1
74637,263639,1,2022-03-16,1
74638,263639,1,2022-03-16,1
74639,261349,1,2022-03-16,1
74643,264076,2,2022-03-16,1
74646,265928,1,2022-03-17,1
74651,267064,1,2022-03-17,1
74652,261777,1,2022-03-17,1
74653,261184,1,2022-03-17,1
74654,265572,1,2022-03-17,1
74655,267114,1,2022-03-17,1
74658,265928,1,2022-03-17,1
74659,265250,1,2022-03-17,1
74660,266512,1,2022-03-17,1
74661,266001,1,2022-03-17,1
74662,264761,1,2022-03-17,1
74666,259011,1,2022-03-17,0
74667,263293,1,2022-03-17,1
74668,263661,1,2022-03-17,1
74669,266614,1,2022-03-18,1
74670,261777,1,2022-03-18,1
74671,265928,1,2022-03-18,1
74672,262643,1,2022-03-18,1
74673,267778,1,2022-03-18,1
74676,266316,1,2022-03-18,1
74678,260572,1,2022-03-18,1
74680,265572,1,2022-03-18,1
74682,266901,1,2022-03-18,1
74685,264514,1,2022-03-19,1
74687,260855,1,2022-03-19,1
74688,264514,1,2022-03-19,1
74689,264761,1,2022-03-19,1
74691,259106,1,2022-03-19,1
74693,267916,1,2022-03-19,1
74696,264916,1,2022-03-20,1
74697,266001,1,2022-03-20,1
74698,264687,1,2022-03-20,1
74700,261171,1,2022-03-20,1
74708,267064,1,2022-03-20,1
74715,261756,1,2022-03-20,1
74716,264514,1,2022-03-20,1
74719,264623,1,2022-03-20,1
74721,261680,1,2022-03-20,1
74724,260572,1,2022-03-21,1
74725,264623,1,2022-03-21,1
74726,260572,1,2022-03-21,1
74727,264146,1,2022-03-21,1
74730,267515,1,2022-03-21,1
74731,264131,1,2022-03-21,1
74736,261171,1,2022-03-21,1
74739,260998,1,2022-03-21,1
74743,264623,1,2022-03-21,1
74747,266766,1,2022-03-22,1
74753,259494,1,2022-03-22,1
74754,266754,1,2022-03-22,1
74757,259996,1,2022-03-22,1
74758,265966,1,2022-03-22,1
74760,262569,1,2022-03-22,1
74765,265966,1,2022-03-23,1
74766,265813,1,2022-03-23,1
74768,265813,1,2022-03-23,1
74769,262412,1,2022-03-23,1
74773,261171,1,2022-03-23,1
74774,260572,1,2022-03-23,1
74776,268357,1,2022-03-23,1
74777,263076,1,2022-03-23,1
74778,260173,1,2022-03-23,1
74782,261905,1,2022-03-23,1
74783,263934,1,2022-03-23,1
74796,267721,1,2022-03-24,1
74804,268113,1,2022-03-24,1
74808,265250,1,2022-03-24,1
74813,266614,1,2022-03-25,1
74817,267358,1,2022-03-25,1
74819,267662,1,2022-03-25,1
74821,265928,1,2022-03-25,1
74823,261171,1,2022-03-25,1
74824,261171,1,2022-03-25,1
74826,268129,1,2022-03-25,1
74830,260042,1,2022-03-26,1
74832,264514,1,2022-03-26,0
74833,260042,1,2022-03-26,1
74835,260042,1,2022-03-26,1
74837,260042,1,2022-03-26,1
74839,260042,1,2022-03-26,1
74840,267721,1,2022-03-26,1
74845,261905,1,2022-03-27,1
74846,261171,1,2022-03-27,1
74848,261171,2,2022-03-27,1
74853,267898,1,2022-03-27,1
74857,264400,1,2022-03-27,1
74861,260593,1,2022-03-27,1
74862,260593,1,2022-03-27,1
74868,261682,1,2022-03-27,1
74869,261019,1,2022-03-27,1
74870,261019,1,2022-03-27,1
74872,268600,1,2022-03-27,1
74874,266758,1,2022-03-28,1
74883,263934,1,2022-03-28,1
74886,264146,1,2022-03-28,1
74895,266512,1,2022-03-29,1
74900,268113,1,2022-03-29,1
74904,266788,1,2022-03-29,1
74906,267391,1,2022-03-29,1
74910,264146,1,2022-03-29,1
74913,260968,1,2022-03-29,1
74918,268357,1,2022-03-30,1
74919,267721,1,2022-03-30,1
74929,261756,1,2022-03-30,1
74932,268373,1,2022-03-30,1
74934,265519,1,2022-03-30,1
74935,260998,1,2022-03-30,1
74936,268817,1,2022-03-30,1
74938,263690,1,2022-03-30,1
74939,265519,1,2022-03-30,1
74941,267916,1,2022-03-30,1
74943,265878,1,2022-03-31,1
74944,268553,1,2022-03-31,1
74945,262578,1,2022-03-31,1
74947,261756,1,2022-03-31,1
74956,260042,1,2022-03-31,1
74957,268796,1,2022-03-31,1
74958,268011,1,2022-03-31,1
74959,265966,1,2022-03-31,1
74961,268764,1,2022-04-01,1
74962,265928,1,2022-04-01,1
74963,259106,1,2022-04-01,1
74966,267854,1,2022-04-01,1
74967,268714,1,2022-04-01,1
74969,264472,1,2022-04-01,1
74975,259860,1,2022-04-01,1
74981,260572,1,2022-04-02,1
74989,268331,1,2022-04-02,1
74993,264687,1,2022-04-02,1
74994,262599,1,2022-04-02,1
74997,261019,1,2022-04-02,1
75002,267064,1,2022-04-03,1
75008,267854,1,2022-04-03,1
75009,268553,1,2022-04-03,1
75012,264514,1,2022-04-03,0
75014,267898,1,2022-04-03,1
75018,260998,1,2022-04-03,1
75019,268390,1,2022-04-03,1
75020,264146,1,2022-04-03,1
75021,268390,1,2022-04-03,1
75024,265250,1,2022-04-04,1
75025,265967,1,2022-04-04,1
75026,265967,1,2022-04-04,1
75027,260649,1,2022-04-04,1
75031,268714,1,2022-04-04,1
75032,268866,1,2022-04-04,1
75035,266758,1,2022-04-05,1
75043,264761,1,2022-04-05,1
75046,269000,1,2022-04-05,1
75047,268390,1,2022-04-05,1
75050,261590,1,2022-04-05,1
75051,268796,1,2022-04-05,1
75052,269066,1,2022-04-05,1
75053,260998,1,2022-04-05,1
75056,268796,1,2022-04-06,1
75057,269047,1,2022-04-06,1
75058,269220,1,2022-04-06,1
75059,260998,1,2022-04-06,1
75060,268989,1,2022-04-06,1
75062,263480,1,2022-04-06,1
75063,263480,1,2022-04-06,1
75064,259494,1,2022-04-06,1
75068,263690,1,2022-04-06,1
75070,267064,1,2022-04-06,1
75071,268390,1,2022-04-06,1
75072,265970,1,2022-04-07,1
75073,266614,1,2022-04-07,1
75075,260754,1,2022-04-07,1
75076,266041,1,2022-04-07,0
75077,260465,1,2022-04-07,1
75078,261785,1,2022-04-07,1
75079,268866,1,2022-04-07,1
75085,267203,1,2022-04-07,1
75086,269843,1,2022-04-07,1
75087,263076,1,2022-04-07,1
75092,265878,1,2022-04-08,1
75094,266614,1,2022-04-08,1
75096,268989,1,2022-04-08,1
75097,268764,1,2022-04-08,1
75098,266112,1,2022-04-08,1
75100,268556,1,2022-04-08,1
75102,269066,1,2022-04-08,1
75103,261785,1,2022-04-08,1
75104,266112,1,2022-04-08,1
75106,264253,1,2022-04-08,1
75113,260042,1,2022-04-09,1
75114,269070,1,2022-04-09,1
75120,260168,1,2022-04-09,1
75121,259860,1,2022-04-09,1
75122,268962,1,2022-04-09,1
75123,268390,1,2022-04-09,1
75126,270022,1,2022-04-10,1
75128,261777,1,2022-04-10,1
75130,265101,1,2022-04-10,1
75131,265101,1,2022-04-10,1
75132,260754,1,2022-04-10,1
75137,261756,1,2022-04-10,1
75138,259429,1,2022-04-10,1
75141,259429,1,2022-04-10,1
75142,267959,1,2022-04-10,1
75145,268825,1,2022-04-11,1
75147,268805,1,2022-04-11,1
75149,268978,1,2022-04-11,1
75150,260465,1,2022-04-11,1
75152,261801,1,2022-04-11,1
75153,260042,1,2022-04-11,1
75155,265928,1,2022-04-11,1
75158,270363,1,2022-04-11,1
75159,268510,1,2022-04-12,1
75160,259504,1,2022-04-12,1
75161,259174,1,2022-04-12,1
75163,259283,1,2022-04-12,1
75168,260465,1,2022-04-12,1
75169,261802,1,2022-04-12,1
75171,261801,1,2022-04-12,1
75177,265928,1,2022-04-12,1
75178,268796,1,2022-04-12,1
75179,266112,1,2022-04-12,1
75185,267916,1,2022-04-13,1
75187,268129,1,2022-04-13,1
75189,265003,1,2022-04-13,1
75190,270042,1,2022-04-13,1
75192,259504,1,2022-04-13,1
75195,262406,1,2022-04-13,1
75197,267064,1,2022-04-13,1
75203,263293,1,2022-04-13,1
75204,261510,1,2022-04-13,1
75205,261510,1,2022-04-13,1
75206,265250,1,2022-04-13,1
75207,269646,1,2022-04-14,1
75208,270022,1,2022-04-14,1
75211,269671,1,2022-04-14,1
75214,269570,1,2022-04-14,1
75216,269934,1,2022-04-14,1
75217,269934,1,2022-04-14,1
75218,268390,1,2022-04-14,1
75220,269066,1,2022-04-14,1
75221,261756,1,2022-04-14,1
75222,261883,1,2022-04-14,1
75223,266693,1,2022-04-14,1
75226,262459,1,2022-04-14,1
75228,270022,1,2022-04-15,1
75229,268989,1,2022-04-15,1
75231,261682,1,2022-04-15,1
75233,266112,1,2022-04-15,1
75235,270700,1,2022-04-15,1
75236,266112,1,2022-04-15,1
75241,268357,1,2022-04-15,1
75246,267949,1,2022-04-15,1
75248,270240,1,2022-04-15,1
75250,260998,1,2022-04-16,1
75257,267898,1,2022-04-16,1
75260,264476,1,2022-04-16,1
75261,265928,1,2022-04-16,1
75263,264476,1,2022-04-16,1
75265,268714,1,2022-04-16,1
75266,261466,1,2022-04-16,1
75267,261466,1,2022-04-16,1
75268,262569,1,2022-04-16,0
75270,260998,1,2022-04-16,1
75271,261785,1,2022-04-16,1
75272,268390,1,2022-04-16,1
75273,265003,1,2022-04-17,1
75277,270075,1,2022-04-17,1
75278,270135,1,2022-04-17,1
75279,262406,1,2022-04-17,1
75282,259429,1,2022-04-17,1
75284,266788,1,2022-04-17,1
75285,260042,1,2022-04-17,1
75288,265519,1,2022-04-17,1
75291,261212,1,2022-04-18,1
75294,267916,1,2022-04-18,1
75295,270022,1,2022-04-18,1
75296,271035,1,2022-04-18,1
75299,261801,1,2022-04-18,1
75300,270179,1,2022-04-18,1
75301,260042,1,2022-04-18,1
75303,262406,1,2022-04-18,1
75319,262585,1,2022-04-18,1
75327,268390,1,2022-04-18,1
75328,269519,1,2022-04-18,1
75329,260998,1,2022-04-18,1
75333,268390,1,2022-04-18,1
75334,270824,1,2022-04-18,1
75336,267010,1,2022-04-18,1
75337,264146,1,2022-04-18,1
75339,265250,1,2022-04-19,1
75344,265967,1,2022-04-19,1
75354,266766,1,2022-04-19,1
75355,267916,1,2022-04-19,1
75357,268796,1,2022-04-19,1
75359,268796,1,2022-04-19,1
75361,260998,1,2022-04-19,1
75362,270911,1,2022-04-19,1
75365,260910,1,2022-04-19,1
75366,261905,1,2022-04-19,1
75368,268390,1,2022-04-19,1
75372,267916,1,2022-04-20,1
75373,270179,1,2022-04-20,1
75374,268863,1,2022-04-20,1
75377,269066,1,2022-04-20,1
75379,268978,1,2022-04-20,1
75381,268796,1,2022-04-20,1
75382,259011,1,2022-04-20,0
75383,268390,1,2022-04-20,1
75384,267916,1,2022-04-20,1
75385,268796,1,2022-04-20,1
75386,268796,1,2022-04-20,1
75387,271348,1,2022-04-20,1
75390,270599,1,2022-04-20,1
75391,264146,1,2022-04-20,1
75392,259011,1,2022-04-20,0
75393,259011,1,2022-04-20,0
75394,259504,1,2022-04-21,1
75395,259504,1,2022-04-21,1
75396,266758,1,2022-04-21,1
75397,259429,1,2022-04-21,1
75403,260608,1,2022-04-21,1
75406,269934,1,2022-04-21,1
75410,266477,1,2022-04-21,1
75411,266477,1,2022-04-21,1
75415,268796,1,2022-04-21,1
75416,267916,1,2022-04-21,1
75417,267843,1,2022-04-21,1
75418,267843,1,2022-04-21,1
75419,270240,1,2022-04-21,1
75420,268796,2,2022-04-21,1
75421,268129,1,2022-04-21,1
75422,268129,1,2022-04-21,1
75426,268390,1,2022-04-21,1
75428,259504,1,2022-04-22,1
75429,265005,1,2022-04-22,1
75430,271338,1,2022-04-22,1
75434,269570,1,2022-04-22,1
75437,271035,1,2022-04-22,1
75440,269492,1,2022-04-22,1
75442,263293,1,2022-04-22,1
75445,265966,1,2022-04-22,1
75446,259860,1,2022-04-22,1
75449,260998,1,2022-04-23,1
75450,260998,1,2022-04-23,1
75451,260998,1,2022-04-23,1
75455,261801,1,2022-04-23,1
75467,271015,1,2022-04-23,1
75468,266001,1,2022-04-23,1
75469,260998,1,2022-04-23,1
75475,267898,1,2022-04-24,1
75477,270393,1,2022-04-24,1
75481,271348,1,2022-04-24,1
75485,271543,1,2022-04-25,1
75486,265878,1,2022-04-25,1
75488,268989,1,2022-04-25,1
75492,261171,1,2022-04-25,1
75497,270957,1,2022-04-26,1
75498,270957,1,2022-04-26,1
75500,263368,1,2022-04-26,1
75503,268978,1,2022-04-26,1
75517,261171,1,2022-04-27,1
75518,260754,1,2022-04-27,1
75520,261801,1,2022-04-27,1
75521,266811,1,2022-04-27,1
75522,261801,1,2022-04-27,1
75530,261801,1,2022-04-27,1
75532,267064,1,2022-04-28,1
75533,272001,1,2022-04-28,1
75538,272255,1,2022-04-28,1
75541,271991,1,2022-04-28,1
75542,272199,1,2022-04-28,1
75548,269744,1,2022-04-29,1
75553,269872,1,2022-04-29,1
75554,260998,1,2022-04-29,1
75555,265519,1,2022-04-29,1
75556,260572,1,2022-04-29,1
75557,261801,1,2022-04-29,1
75559,268390,1,2022-04-29,1
75560,268390,2,2022-04-30,1
75561,266001,1,2022-04-30,1
75571,260345,1,2022-04-30,1
75572,260998,1,2022-04-30,1
75576,260042,1,2022-05-01,1
75580,272001,1,2022-05-01,1
75585,270075,1,2022-05-02,1
75587,272543,1,2022-05-02,1
75591,260042,1,2022-05-02,1
75593,261801,1,2022-05-02,1
75594,265003,1,2022-05-02,1
75595,260042,1,2022-05-02,1
75599,268556,1,2022-05-02,1
75603,268990,1,2022-05-02,1
75604,266788,1,2022-05-02,1
